Drug_Database,Targets
quazepam_all,"['CYP2B6', 'GABRB2', 'GABRA1', 'GABRA6', 'GABRE', 'GABRR3', 'GABRA3', 'GABRB3', 'CYP2C19', 'CYP2C9', 'GABRA2', 'GABRB1', 'GABRR2', 'GABRR1', 'GABRG1', 'GABRA5', 'GABRA4', 'GABRG3', 'GABRD', 'GABRQ', 'GABRP', 'TSPO', 'CYP3A4', 'GABRG2']"
propofol_all,"['UGT1A9', 'GABRB2', 'GABRA1', 'GABRA6', 'NCOA1', 'GABRE', 'ESRRG', 'THRA', 'GABRA3', 'PGR', 'CYP2D6', 'THRB', 'GABRB3', 'FN1', 'BCL2L1', 'CRYZ', 'GSTA1', 'GABRA2', 'GABRB1', 'GABRG1', 'HMOX1', 'NCOA2', 'GABRA5', 'GABRA4', 'BDH2', 'GABRG3', 'GABRD', 'GABRQ', 'IDO1', 'HNF4G', 'GABRP', 'NME2', 'PCNA', 'AR', 'OPRL1', 'PROCR', 'CD1B', 'NCOA5', 'GABRG2']"
temazepam_all,"['CYP2B6', 'GABRB2', 'GABRA1', 'GABRA6', 'GABRE', 'GABRR3', 'GABRA3', 'GABRB3', 'CYP2C19', 'CYP2C9', 'GABRA2', 'GABRB1', 'GABRR2', 'GABRR1', 'GABRG1', 'GABRA5', 'GABRA4', 'GABRG3', 'GABRD', 'GABRQ', 'GABRP', 'TSPO', 'CYP3A4', 'GABRG2']"
alprazolam_all,"['GABRA2', 'GABRB1', 'GABRG1', 'GABRB3', 'GABRB2', 'GABRA1', 'GABRA5', 'GABRA6', 'GABRA4', 'GABRG3', 'GABRE', 'TSPO', 'GABRA3', 'GABRD', 'GABRQ', 'GABRG2', 'GABRP']"
diazepam_all,"['GABRB2', 'GABRA1', 'GABRA6', 'GABRE', 'GABRA3', 'GABRB3', 'CYP2C19', 'GABRA2', 'GABRB1', 'GABRG1', 'GABRA5', 'GABRA4', 'GABRG3', 'GABRD', 'GABRQ', 'GABRP', 'TSPO', 'ALB', 'GABRG2']"
dronedarone_all,"['CACNA1D', 'SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'CACNA1F', 'SCN9A', 'KCNA5', 'HCN4', 'SCN8A', 'SCN10A', 'CACNA1S', 'SCN4A', 'SCN2A', 'CACNA1C', 'KCNJ2']"
pentobarbital_all,"['GABRA2', 'GABRB1', 'GABRG1', 'GABRB3', 'GABRB2', 'GABRA1', 'GABRA5', 'GABRA6', 'GABRA4', 'GABRG3', 'GABRE', 'GABRA3', 'GABRD', 'SLC2A1', 'GABRQ', 'GABRG2', 'GABRP', 'A']"
chlordiazepoxide_all,"['GABRB2', 'GABRA1', 'GABRA6', 'GABRE', 'GABRR3', 'GABRA3', 'TRH', 'ABCB11', 'GABRB3', 'TRHR', 'GABRA2', 'GABRB1', 'GABRR2', 'GABRR1', 'GABRG1', 'GABRA5', 'GABRA4', 'GABRG3', 'GABRD', 'GABRQ', 'GABRP', 'AR', 'Trhr', 'TSPO', 'CYP3A4', 'GABRG2']"
estazolam_all,"['AKR1C1', 'GABRB2', 'GABRA1', 'GABRA6', 'GABRE', 'GABRR3', 'AKR1C3', 'GABRA3', 'CREBBP', 'TRH', 'GABRB3', 'TRHR', 'BRD3', 'AKR1C2', 'GABRA2', 'GABRB1', 'GABRR2', 'GABRR1', 'GABRG1', 'GABRA5', 'GABRA4', 'GABRG3', 'GABRD', 'GABRQ', 'BRD4', 'GABRP', 'TSPO', 'CYP3A4', 'GABRG2']"
dasatinib_all,"['LYN', 'PDGFRB', 'HCK', 'TNK2', 'BTK', 'FRK', 'STAT5B', 'FLT1', 'IRAK4', 'TGFBR1', 'CSF1R', 'TPX2', 'TEK', 'FGR', 'ZAP70', 'ERBB4', 'NTRK3', 'BCR', 'ERBB2', 'DDR1', 'EPHB3', 'EPHA2', 'BLK', 'ERBB3', 'EGFR', 'TXK', 'EPHB4', 'FES', 'EPHA1', 'FGFR1', 'JAK2', 'RET', 'KIT', 'EPHA4', 'LIMK1', 'TYK2', 'TEC', 'ABL2', 'STK10', 'PTK2', 'WEE1', 'EPHB1', 'BMX', 'Bcr-Abl', 'SRMS', 'FYN', 'YES1', 'NME2', 'PCNA', 'ITK', 'LCK', 'ABL1', 'CSK', 'EPHA3', 'MAPK11', 'STK25', 'SRC', 'PDGFRA']"
eribulin_all,"['TUBB4B', 'TUBB', 'PGR', 'ESR2', 'TUBA4A', 'TUBB6', 'TUBB2B', 'TUBB3', 'ERBB2', 'TUBA3E', 'CDK2', 'ESR1', 'TUBB8', 'TUBB4A', 'TUBA1B', 'TUBB1', 'TUBB2A', 'TUBA3C', 'TUBA1C', 'TUB', 'TUBA1A']"
colchicine_all,"['TUBB4A', 'TUBA4A', 'TUBB6', 'TUBB2B', 'TUBA3C', 'TUBB3', 'TUBB4B', 'GAL', 'TUBA3E', 'TUBB', 'CHAT', 'TUBA1B', 'TUBA1C', 'TUBB1', 'TUBB2A', 'TUBB8', 'TUBA1A']"
cabazitaxel_all,"['TUBB4B', 'TUBB', 'ABCG2', 'IGF2', 'SLCO1B3', 'TUBA4A', 'TUBA3D', 'TUBB6', 'AKT1S1', 'TUBB2B', 'TUBB3', 'TUBA3E', 'SLCO1B1', 'TUBB8', 'TUBB4A', 'FOXO3', 'CYP2C8', 'TUBA1B', 'TUBB1', 'CYP3A5', 'TUBB2A', 'TUBA3C', 'CYP3A4', 'TUBA1C', 'ABCB1', 'TUB', 'TUBA1A']"
ixabepilone_all,"['TUBB4B', 'KRAS', 'TUBB', 'PGR', 'ESR2', 'TUBA4A', 'TUBA3D', 'TUBB6', 'TUBB2B', 'TUBB3', 'ERBB2', 'TUBA3E', 'ESR1', 'TUBB8', 'TUBB4A', 'TUBA1B', 'TUBB1', 'TUBB2A', 'TUBA3C', 'CYP3A4', 'TUBA1C', 'ABCB1', 'TUB', 'TUBA1A']"
vinorelbine_all,"['CD40LG', 'PAK5', 'KRT18', 'TUBB4B', 'LHX4', 'APC', 'TUBB', 'BRCA1', 'TUBA4A', 'TUBA3D', 'TUBB6', 'CASP3', 'TUBB2B', 'TUBB3', 'ERBB2', 'XRCC1', 'PROC', 'TUBA3E', 'IL10', 'SMARCA4', 'NPM1', 'TGFB1', 'TUBB8', 'TUBB4A', 'NR1H4', 'IL7', 'BAX', 'TRAF1', 'EPCAM', 'CDKN2A', 'TNF', 'TUBA1B', 'TUBB1', 'Fasl', 'TUBB2A', 'Naip1', 'RBM17', 'TUBA3C', 'PTGS2', 'SLC29A1', 'BRCA2', 'FAS', 'RRM1', 'TUBA1C', 'CASP7', 'TUB', 'TUBA1A']"
vincristine_all,"['TUBB4A', 'TUBA4A', 'TUBB6', 'TUBB2B', 'TUBA3C', 'TUBB3', 'TUBB4B', 'TUBA3E', 'TUBB', 'TUBA1B', 'TUBA1C', 'TUBB1', 'TUBB2A', 'TUBB8', 'TUBA1A']"
vinblastine_all,"['TUBB4A', 'TUBA4A', 'TUBB2', 'TUBB6', 'TUBB2B', 'TUBA3C', 'TUBB3', 'TUBB4B', 'TUBA3E', 'ABCB4', 'TUBB', 'JUN', 'TUBA1B', 'TUBA1C', 'TUBB1', 'TUBB2A', 'TUBB8', 'TUBA1A']"
paclitaxel_all,"['TUBB4B', 'TP53', 'TUBB', 'ABCC10', 'TUBA4A', 'TUBB6', 'CASP3', 'CCNB1', 'TUBB2B', 'CYCS', 'TUBB3', 'EGFR', 'TUBA3E', 'STAT3', 'MAPT', 'NR1I2', 'TUBB8', 'TUBB4A', 'CDK1', 'CYP2C8', 'CFLAR', 'TUBA1B', 'TUBB1', 'TUBB2A', 'TUBA3C', 'JUN', 'TUBA1C', 'CASP7', 'TUBA1A']"
gemcitabine_all,"['DGUOK', 'SMO', 'CYP2R1', 'ADRB2', 'ADORA2A', 'NCOA1', 'POLD2', 'ESRRG', 'PRIM1', 'POLE3', 'CTNNB1', 'CD1D', 'RRM2B', 'THRB', 'CASP3', 'COL4A3BP', 'FASN', 'TXN', 'EGFR', 'POLA2', 'CYP11B2', 'PRIM2', 'HTR1B', 'BCL2L1', 'MPO', 'ACADS', 'PIK3R1', 'NR0B2', 'HMOX1', 'DCTD', 'NCOA2', 'RRM2', 'POLA1', 'RTN4IP1', 'POLD4', 'DCK', 'RRP8', 'S1PR1', 'PDE9A', 'NME2', 'POLE2', 'PCNA', 'OPRL1', 'RRM1', 'GIF', 'POLE', 'POLD1', 'POLD3']"
clofarabine_all,"['MET', 'CDKN1A', 'TP53', 'CCND1', 'POLD2', 'SMC1A', 'ABCG2', 'PRIM1', 'POLE3', 'CASP9', 'ANP32B', 'FLT3', 'CDC25B', 'RRM2B', 'RIR', 'CASP3', 'POLA2', 'MCL1', 'PRIM2', 'BCL2L1', 'MYC', 'APBB1', 'PARP1', 'H2AX', 'RRM2', 'POLA1', 'SMC3', 'CHEK1', 'POLD4', 'DCK', 'XIAP', 'SP1', 'POLE2', 'AR', 'CHEK2', 'RRM1', 'POLE', 'POLD1', 'CASP7', 'ATM', 'POLD3']"
propafenone_all,"['CYP1A2', 'DRD1', 'ADRB2', 'SCN9A', 'RFWD2', 'CYP2D6', 'COP1', 'SCN1A', 'SCN5A', 'SCN8A', 'SCN10A', 'SCN11A', 'KCNH2', 'KCNA5', 'SCN7A', 'ADRB1', 'SCN3A', 'MTOR', 'CYP3A4', 'SCN4A', 'SCN2A', 'ABCB1']"
romidepsin_all,"['HDAC6', 'HDAC9', 'HDAC3', 'HDAC2', 'HDAC11', 'HDAC5', 'HDAC4', 'HDAC8', 'HDAC10', 'HDAC7', 'HDAC1']"
pazopanib_all,"['ITK', 'PDGFRB', 'LCK', 'FLT4', 'KDR', 'FGFR3', 'FGFR1', 'FLT1', 'KIT', 'CSF1R', 'PDGFRA']"
belinostat_all,"['HDAC6', 'HDAC9', 'HDAC3', 'HDAC2', 'HDAC11', 'HDAC5', 'HDAC4', 'HDAC8', 'HDAC10', 'HDAC7', 'HDAC1']"
cytarabine_all,"['DGUOK', 'MUT', 'DLD', 'CTBP1', 'POLD2', 'UXS1', 'PRIM1', 'UCK2', 'CTBP2', 'POLE3', 'CD1D', 'GSR', 'THRB', 'HSV UL30', 'TP53I3', 'PTGR2', 'ACAD8', 'TCN2', 'TXN', 'CARM1', 'POLA2', 'PRIM2', 'MPO', 'SPR', 'ACADS', 'AKR1C2', 'UGDH', 'SNAI1', 'ZADH2', 'TLR1', 'POLA1', 'RTN4IP1', 'POLD4', 'MAOA', 'CRYM', 'DCK', 'RRP8', 'HSD17B4', 'KDM1A', 'NME2', 'POLE2', 'NT5C3B', 'PCNA', 'PANK3', 'RNLS', 'GIF', 'POLE', 'POLD1', 'GMDS', 'SOS1', 'AKR7A3', 'CDA', 'POLD3']"
panobinostat_all,"['HDAC6', 'HDAC9', 'HDAC3', 'HDAC2', 'HDAC11', 'HDAC5', 'HDAC4', 'HDAC8', 'HDAC10', 'HDAC7', 'HDAC1']"
prilocaine_all,"['G6PD', 'SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'SCN9A', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A']"
procainamide_all,"['SLC22A16', 'RASSF1', 'BCHE', 'DNMT1', 'SCN9A', 'RFWD2', 'CYP2D6', 'SLC22A3', 'NAT2', 'SCN1A', 'SCN5A', 'COP1', 'SCN8A', 'SCN10A', 'MPO', 'HSD11B2', 'SLC22A5', 'SCN11A', 'KCNH2', 'SLC22A1', 'CDKN2A', 'SLC47A1', 'FOXP3', 'SCN7A', 'WIPI1', 'TAS2R9', 'NAT1', 'SLC22A2', 'SLC47A2', 'SCN3A', 'SLC22A4', 'RAPSN', 'SCN4A', 'SCN2A']"
quinidine_all,"['SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'KCNH2', 'SCN3A', 'SCN9A', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A']"
riluzole_all,"['SCN11A', 'GDNF', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'KCNK2', 'SCN9A', 'NGF', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A', 'BDNF']"
carbamazepine_all,"['SCN11A', 'CYP1A2', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'SCN9A', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A']"
cocaine_all,"['PPP1R1B', 'BCHE', 'OPRM1', 'FOSB', 'SCN9A', 'SCN1A', 'SCN5A', 'SCN8A', 'SCN10A', 'DRD2', 'FOS', 'EGR1', 'NET', 'SCN11A', 'GRM5', 'SLC6A4', 'BDNF', 'DAT', 'SLC6A3', 'SCN7A', 'CREB1', 'GRIN1', 'SERT', 'SCN3A', 'TH', 'SCN4A', 'SCN2A', 'SLC6A2']"
phenytoin_all,"['SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'CYP2C18', 'SCN3A', 'SCN9A', 'CYP2C19', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A', 'CYP2C9', 'CYP2A13']"
ropivacaine_all,"['HRH1', 'CYP1A2', 'CYP2B6', 'TP53', 'SCN9A', 'ITGB2', 'BCL2', 'SULT1E1', 'CASP9', 'SLC25A29', 'LDHA', 'KCNE1', 'CASP3', 'SCN1A', 'SCN5A', 'ORM1', 'AIFM1', 'SULT1A1', 'SCN8A', 'SCN10A', 'ITGAM', 'CYB5R3', 'BAX', 'G6PD', 'SCN11A', 'PARP1', 'HMOX1', 'KCNQ1', 'CLU', 'IL1B', 'TNF', 'NFE2L2', 'SCN7A', 'GSDMD', 'SULT1A4', 'NLRP3', 'SCN3A', 'CASP1', 'IL18', 'CYP3A4', 'SCN4A', 'SCN2A', 'SELL']"
rufinamide_all,"['IGF1R', 'SCN9A', 'CBX1', 'CYP2E1', 'SCN1A', 'SCN5A', 'SCN8A', 'SCN10A', 'SCN11A', 'GRM5', 'SCN7A', 'CREB1', 'CES1', 'IGF1', 'SCN3A', 'ALB', 'CYP3A4', 'SCN4A', 'SCN2A']"
chloroprocaine_all,"['HTR3A', 'SCN11A', 'G6PD', 'SLC6A3', 'SCN7A', 'BCHE', 'SCN1A', 'SCN5A', 'CHRNA10', 'SCN3A', 'SCN9A', 'GRIN3A', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A', 'ATP1A1', 'CYB5R3']"
tetracaine_all,"['HRH1', 'HNRNPC', 'RYR1', 'MAPK3', 'SCN9A', 'CCND1', 'CDK4', 'MAPK9', 'CASP3', 'SCN1A', 'SCN5A', 'HNRNPA1', 'SCN8A', 'SCN10A', 'HNRNPA2B1', 'CDK2', 'G6PD', 'SCN11A', 'MAPK8', 'HNRNPA0', 'MAPK1', 'NEDD8', 'SCN7A', 'CNGA1', 'CCNE1', 'CNGB1', 'SLC22A2', 'RYR2', 'CDK6', 'SCN3A', 'TRPV1', 'SCN4A', 'SCN2A']"
theophylline_all,"['CD40LG', 'CYP1A2', 'ADORA2A', 'KCNAB2', 'AKR1C3', 'PIK3CA', 'UXS1', 'PDE4C', 'PDE3B', 'GSK3B', 'YARS2', 'EP300', 'REN', 'GALE', 'CDKL5', 'CD1D', 'NMNAT3', 'CHIT1', 'THRB', 'APOD', 'SST', 'GCDH', 'TCN2', 'CARM1', 'FKBP1B', 'AKR1D1', 'PGA4', 'PDE4A', 'ADORA3', 'BHMT', 'GAPDHS', 'MGAM', 'TLR1', 'PCTP', 'ADORA2B', 'PDE4D', 'CRYM', 'PDE4B', 'HSD17B4', 'ACSM2A', 'NME2', 'AKT2', 'NMNAT1', 'PCNA', 'CCNC', 'PDE3A', 'RNLS', 'GIF', 'FKBP4', 'ADORA1', 'METTL16', 'CHIA']"
disopyramide_all,"['CYP1A2', 'SCN9A', 'CYP2D6', 'SCN1A', 'SCN5A', 'TMPRSS2', 'ORM1', 'SCN8A', 'SCN10A', 'CHRM3', 'CHRM1', 'KCND2', 'ORM2', 'CHRM2', 'NR1I2', 'SCN11A', 'NR0B2', 'KCNH2', 'SLC22A1', 'ASAH1', 'SCN7A', 'SLC22A2', 'SCN3A', 'HCN4', 'CYP3A4', 'SCN4A', 'SCN2A', 'KCND3', 'ACE2']"
procaine_all,"['CAPN2', 'HRH1', 'KCNN1', 'KCNMB2', 'DNMT1', 'RYR1', 'CAPN1', 'KCNMB1', 'BCHE', 'MAPK3', 'KCNMA1', 'KCNN3', 'SCN9A', 'AKT1', 'PLCG1', 'ITPR1', 'CHRNA2', 'CASP12', 'CASP3', 'SCN1A', 'SCN5A', 'KCNMB4', 'SLC6A2', 'HSPA5', 'OXT', 'SCN8A', 'SCN10A', 'NPPA', 'CES2', 'ESR1', 'NR1I2', 'SCN11A', 'PLA2G4A', 'KCNMB3', 'DNMT3A', 'MAPK1', 'CDH5', 'MAOA', 'SLC6A4', 'SCN7A', 'SLC6A3', 'ASPG', 'CALCA', 'HTR3A', 'CHRNA10', 'KCNN2', 'ALPL', 'SCN3A', 'RYR2', 'TRPV1', 'MAOB', 'SCN4A', 'SCN2A', 'GRIN3A']"
fosphenytoin_all,"['UGT1A9', 'CYP2B6', 'CYP1A2', 'SCN9A', 'HLA-B', 'SCN1A', 'SCN5A', 'UGT1A6', 'CYP2C19', 'SCN8A', 'SCN10A', 'CYP2C9', 'SCN11A', 'SCN7A', 'SCN3A', 'ALB', 'CYP3A4', 'SCN4A', 'SCN2A', 'SERPINA7']"
phenazopyridine_all,"['G6PD', 'SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'UTRN', 'SCN9A', 'ABCB4', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A']"
lamotrigine_all,"['SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'SCN9A', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A']"
lidocaine_all,"['SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'SCN9A', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A']"
mepivacaine_all,"['CYP1A2', 'SCN9A', 'CYP2D6', 'SLC25A29', 'KCNE1', 'SCN1A', 'SCN5A', 'CYP2C19', 'SCN8A', 'SCN10A', 'CYP2C9', 'CYB5R3', 'G6PD', 'SCN11A', 'KCNQ1', 'SCN7A', 'SCN3A', 'TRPV1', 'SCN4A', 'SCN2A']"
mexiletine_all,"['CYP2B6', 'CYP1A2', 'KLK6', 'AHR', 'SCN9A', 'TMPRSS11E', 'BACE2', 'CYP2D6', 'CYP2E1', 'SCN1A', 'SCN5A', 'PROC', 'F5', 'F2R', 'PGA4', 'JAK2', 'SCN8A', 'SCN10A', 'ST14', 'PRSS1', 'F7', 'SCN11A', 'XDH', 'MAPK1', 'HSDL2', 'KLK7', 'F11', 'PLAU', 'F2', 'CRYM', 'SCN7A', 'TAC1', 'PCNA', 'SIRT1', 'HPN', 'GZMA', 'SCN3A', 'TPSAB1', 'CTSG', 'RAB4A', 'PLAT', 'CYP3A4', 'SCN4A', 'F10', 'SCN2A', 'GZMB']"
ethotoin_all,"['SCN11A', 'SCN7A', 'SCN1A', 'SCN5A', 'SCN3A', 'SCN9A', 'SCN8A', 'SCN10A', 'SCN4A', 'SCN2A', 'SERPINA7', 'NR1I2']"
oxcarbazepine_all,"['PLK1', 'AKR1C1', 'UGT1A10', 'UGT1A9', 'HLA-DRB1', 'ADRA2A', 'CYP19A1', 'SHBG', 'GABRA1', 'SCN9A', 'AKR1C3', 'CDC20', 'BORA', 'ADRA2C', 'AKR1C4', 'HLA-B', 'CASP3', 'CCNB1', 'SCN1A', 'SCN5A', 'UGT2B7', 'ABCC2', 'SCN4B', 'CYP2C19', 'SCN8A', 'SCN10A', 'VDR', 'AKR1C2', 'GABRA2', 'SCN11A', 'SCN3B', 'CBR1', 'DHRS7', 'ABCB1', 'CBR3', 'SCN1B', 'SCN2B', 'SCN7A', 'CYP3A5', 'NOS2', 'SCN3A', 'VIM', 'UGT1A7', 'ALB', 'CYP3A4', 'SCN4A', 'SCN2A', 'UGT1A8', 'GRIK2']"
zonisamide_all,"['ACADSB', 'CD40LG', 'NF1', 'NCOA1', 'SCN9A', 'AKR1C3', 'LDHB', 'SEC14L2', 'EP300', 'GALE', 'CD1D', 'THRB', 'SCN1A', 'SCN5A', 'FABP7', 'TCN2', 'PTGR2', 'ERP27', 'AKR1D1', 'PNMT', 'PGA4', 'SCN8A', 'SCN10A', 'ALDH7A1', 'GMDS', 'VDR', 'MED1', 'TLR1', 'SCN11A', 'ZADH2', 'RTN4IP1', 'MAOA', 'AKR1B10', 'DHODH', 'SCN7A', 'KDM1A', 'NME2', 'PCNA', 'NOS2', 'SCN3A', 'HMGCS2', 'GIF', 'ACADM', 'TMEM173', 'MAOB', 'SCN4A', 'SETD2', 'SCN2A', 'TTPA', 'GRIK2']"
dyclonine_all,"['CYP1A2', 'EHMT2', 'SCN9A', 'GMNN', 'CYP2D6', 'SCN1A', 'SCN5A', 'SCN8A', 'SCN10A', 'VDR', 'CYP2C9', 'ALDH1A1', 'SCN11A', 'KCNH2', 'SCN7A', 'SLC22A2', 'ACHE', 'SCN3A', 'SCN4A', 'SCN2A']"
droxidopa_all,"['ADRB1', 'ADRB3', 'PAH', 'DDC', 'ADRA1D', 'ADRA1B', 'ADRB2', 'ADRA2B', 'SLC16A10', 'CHRM1', 'ADRA2C', 'ADRA1A', 'ADRA2A', 'SLC6A2']"
labetalol_all,"['UGT1A9', 'GJA1', 'LPL', 'CYP1A2', 'ADRB2', 'MAPK3', 'ABCB4', 'ADRA2C', 'REN', 'ABCB5', 'CYP2D6', 'ADRB3', 'ADRA2B', 'ORM1', 'UGT2B7', 'CYP2C19', 'NPPA', 'ORM2', 'AVP', 'CYP2C9', 'ADRA1D', 'ADRA1B', 'MAPK1', 'AGT', 'ADRB1', 'PRL', 'UGT1A1', 'ALB', 'CYP3A4', 'ADRA1A', 'ADRA2A', 'HPSE', 'ABCB1', 'ACE2']"
epinephrine_all,"['ACE', 'CTBP1', 'ADRB2', 'RELA', 'IAPP', 'CTBP2', 'HINT1', 'PTH', 'ADRA2C', 'REN', 'WARS', 'EP300', 'P2RY1', 'CD1D', 'AKR1C4', 'CD1C', 'TAF10', 'ADRB3', 'THRB', 'RLBP1', 'SST', 'ADRA2B', 'ACAD8', 'TCN2', 'GPD1L', 'PNMT', 'NT5C', 'ADAMTS4', 'PAH', 'ADRA1D', 'ADRA1B', 'MMP3', 'CD1A', 'GCG', 'EPHX2', 'ADAM8', 'SIRT6', 'AKR1B10', 'CA4', 'SCT', 'EDN1', 'PITPNA', 'NME2', 'NMNAT1', 'ADRB1', 'PCNA', 'CXCL8', 'LRTOMT', 'TBXA2R', 'TPH1', 'PROCR', 'MMP9', 'GIF', 'CRH', 'CD1B', 'OGT', 'CYP3A4', 'ADRA1A', 'ADRA2A']"
ephedrine_all,"['APOA1', 'BCHE', 'ADRB2', 'APOC1', 'ADRA2C', 'D2R', 'APOA2', 'ADRB3', 'CASP3', 'ADRA2B', 'SLC18A2', 'DRD2', 'FOS', 'H2AX', 'APOB', 'APOC2', 'ADRA1D', 'ADRA1B', 'ADRB1', 'ACHE', 'APOC3', 'ALB', 'ADRA1A', 'ADRA2A', 'CFD', 'SLC6A2']"
nintedanib_all,"['LYN', 'LATS1', 'PDGFRB', 'HCK', 'KDR', 'AKT1', 'FRK', 'FLT1', 'FLT3', 'FGR', 'FLT4', 'BLK', 'FGFR1', 'FGFR4', 'PDGFRA', 'FGFR2', 'CFLAR', 'YES1', 'FYN', 'LCK', 'ABL1', 'FGFR3', 'SRC', 'TUBA1A']"
sunitinib_all,"['PDGFRB', 'MAP2K1', 'KDR', 'BTK', 'GSK3B', 'FLT1', 'IRAK4', 'RPS6KB1', 'PHKG2', 'CSF1R', 'FLT3', 'CDK5R1', 'ZAP70', 'ERBB4', 'FLT4', 'CDK7', 'DDR1', 'FES', 'EPHA2', 'EGFR', 'EPHB4', 'JAK2', 'CDK2', 'RET', 'KIT', 'DYRK1A', 'CAMK2B', 'MAP2K4', 'PTEN', 'SYK', 'PTK2', 'MAPK1', 'AXL', 'DYRK2', 'DMPK', 'CASK', 'NME2', 'PCNA', 'ITK', 'LCK', 'CSK', 'GRK2', 'STK25', 'MAP3K9', 'MELK', 'SRC', 'NTRK1', 'PDGFRA']"
sorafenib_all,"['MET', 'PDGFRB', 'MAPK12', 'KDR', 'BTK', 'EIF2AK3', 'GSK3B', 'FLT1', 'TPX2', 'FLT3', 'TEK', 'THRB', 'FLT4', 'NTRK3', 'ERBB2', 'DDR1', 'EGFR', 'MCL1', 'FGFR1', 'JAK2', 'CSNK2A1', 'CDK2', 'ALK', 'STAT3', 'RET', 'KIT', 'CAMK2B', 'STK10', 'MAP2K2', 'MAPK1', 'RAF1', 'DMPK', 'NME2', 'AKT2', 'PCNA', 'CCNC', 'RIPK1', 'ABL1', 'RPS6KA3', 'MAPK11', 'STK25', 'MELK', 'MAPK13', 'SRC', 'BRAF', 'PDGFRA']"
digoxin_all,"['ATP1B1', 'MUT', 'NF1', 'NCOA1', 'SEC14L2', 'CTNNB1', 'CD1D', 'NGB', 'THRB', 'TCN2', 'SLCO4C1', 'PDE6C', 'BCL2L1', 'VDR', 'RORC', 'MED1', 'TLR1', 'PCTP', 'NR0B2', 'ATP1B2', 'NCOA2', 'ATP1A3', 'SPT ATPase', 'HNF4G', 'ATP1A1', 'ATP1B3', 'NME2', 'CYP17A1', 'PCNA', 'AR', 'NQO1', 'ATP1A4', 'ATP1A2', 'ALB', 'RORA', 'FXYD2']"
trimipramine_all,"['HRH1', 'DRD1', 'ADRB2', 'CYP2D6', 'CBX1', 'HTR2A', 'ADRB3', 'HTR1D', 'HTR1A', 'ADRA2B', 'CYP2C19', 'CHRM1', 'CHRM3', 'DRD2', 'CYP2C9', 'CHRM2', 'NET', 'Htr2c', 'DRD5', 'ADRA1D', 'ADRA1B', 'CHRM5', 'SLC6A4', 'SLC6A3', 'HTR3A', 'ADRB1', 'CHRM4', 'HTR2C', 'SLC22A2', 'ADRA1A', 'ADRA2A', 'ABCB1', 'SLC6A2']"
bedaquiline_all,"['atpD', 'atpB', 'JX352_RS07770', 'MycB Prop', 'atpC', 'atpFH', 'atpE', 'atpF', 'CYP3A4', 'atpG', 'atpA']"
amantadine_all,"['OAS2', 'DRD1', 'M', 'TDP1', 'IFNAR1', 'M2', 'CHRNA3', 'GRIN2D', 'DRD2', 'IFI6', 'CHRNA4', 'DDC', 'GRIN2C', 'KCNH2', 'SLC22A1', 'STAT1', 'BDNF', 'SLC47A1', 'IFI27', 'GRIN1', 'GRIN2B', 'SLC22A2', 'SLC47A2', 'GRIN3B', 'GRIN2A', 'GRIN3A', 'Influ M', 'MAOB', 'JAK1', 'CHRFAM7A', 'MAP2']"
doripenem_all,"['folP', 'SLC22A8', 'DPEP1', 'Bact folP', 'mrdA', 'dacA', 'mrcB', 'mrcA', 'ftsI', 'dacB', 'dacC']"
cefaclor_all,"['PLK1', 'SLC22A8', 'SLC22A6', 'EHMT2', 'CTDSP1', 'ABCB11', 'ABCC4', 'mrcB', 'ABCC2', 'KDM4A', 'SLC15A2', 'MPO', 'VDR', 'NR1I2', 'MAPT', 'SLC15A1', 'IL1B', 'dacB', 'GLS', 'mrdA', 'dacA', 'mrcA', 'ftsI', 'ABCC3', 'CYP3A4', 'BAZ2B', 'dacC']"
