Gene Symbol	CUI Term	Phenotype Name
MYL12B	C0878544	idiopathic pulmonary hypertension
BIN1	C0878544	idiopathic pulmonary hypertension
HMGB1	C0878544	idiopathic pulmonary hypertension
AKR1B1	C0878544	idiopathic pulmonary hypertension
IL1RN	C0878544	idiopathic pulmonary hypertension
JPH2	C0878544	idiopathic pulmonary hypertension
TOR1AIP1	C0878544	idiopathic pulmonary hypertension
COX15	C0878544	idiopathic pulmonary hypertension
TNNI3K	C0878544	idiopathic pulmonary hypertension
FSD1	C0878544	idiopathic pulmonary hypertension
ACTN2	C0878544	idiopathic pulmonary hypertension
PPP1R1A	C0878544	idiopathic pulmonary hypertension
LONP1	C0878544	idiopathic pulmonary hypertension
XIRP1	C0878544	idiopathic pulmonary hypertension
SLC25A5	C0878544	idiopathic pulmonary hypertension
NEXN	C0878544	idiopathic pulmonary hypertension
PYGL	C0878544	idiopathic pulmonary hypertension
IL1B	C0878544	idiopathic pulmonary hypertension
ALAS2	C0878544	idiopathic pulmonary hypertension
AVPR2	C0878544	idiopathic pulmonary hypertension
ISG20	C0878544	idiopathic pulmonary hypertension
CTSD	C0878544	idiopathic pulmonary hypertension
ACTA2	C0878544	idiopathic pulmonary hypertension
PEX7	C0878544	idiopathic pulmonary hypertension
NPPB	C0878544	idiopathic pulmonary hypertension
HAMP	C0878544	idiopathic pulmonary hypertension
PRKCA	C0878544	idiopathic pulmonary hypertension
TNF	C0878544	idiopathic pulmonary hypertension
ADORA2A	C0878544	idiopathic pulmonary hypertension
HSPB1	C0878544	idiopathic pulmonary hypertension
MTFMT	C0878544	idiopathic pulmonary hypertension
PARP1	C0878544	idiopathic pulmonary hypertension
DUSP4	C0878544	idiopathic pulmonary hypertension
NDUFS7	C0878544	idiopathic pulmonary hypertension
PDK4	C0878544	idiopathic pulmonary hypertension
MARCKSL1	C0878544	idiopathic pulmonary hypertension
XDH	C0878544	idiopathic pulmonary hypertension
TMEM70	C0878544	idiopathic pulmonary hypertension
AK6	C0878544	idiopathic pulmonary hypertension
TFAP2A	C0878544	idiopathic pulmonary hypertension
PKP2	C0878544	idiopathic pulmonary hypertension
USP9X	C0878544	idiopathic pulmonary hypertension
MIR146A	C0878544	idiopathic pulmonary hypertension
IL7	C0878544	idiopathic pulmonary hypertension
IL6	C0878544	idiopathic pulmonary hypertension
MYH7	C0878544	idiopathic pulmonary hypertension
POLR2A	C0878544	idiopathic pulmonary hypertension
ALG1	C0878544	idiopathic pulmonary hypertension
SUMO3	C0878544	idiopathic pulmonary hypertension
SENP1	C0878544	idiopathic pulmonary hypertension
PRH1	C0878544	idiopathic pulmonary hypertension
GLB1	C0878544	idiopathic pulmonary hypertension
ITGA7	C0878544	idiopathic pulmonary hypertension
SLN	C0878544	idiopathic pulmonary hypertension
MYL3	C0878544	idiopathic pulmonary hypertension
MIR21	C0878544	idiopathic pulmonary hypertension
UBE4B	C0878544	idiopathic pulmonary hypertension
ATRN	C0878544	idiopathic pulmonary hypertension
GNB3	C0878544	idiopathic pulmonary hypertension
FASLG	C0878544	idiopathic pulmonary hypertension
EDNRB	C0878544	idiopathic pulmonary hypertension
GYG1	C0878544	idiopathic pulmonary hypertension
CDKN1C	C0878544	idiopathic pulmonary hypertension
ACADVL	C0878544	idiopathic pulmonary hypertension
CFL2	C0878544	idiopathic pulmonary hypertension
MYL12A	C0878544	idiopathic pulmonary hypertension
EGLN3	C0878544	idiopathic pulmonary hypertension
TTR	C0878544	idiopathic pulmonary hypertension
GJA1	C0878544	idiopathic pulmonary hypertension
ARTN	C0878544	idiopathic pulmonary hypertension
IL12B	C0878544	idiopathic pulmonary hypertension
MYL2	C0878544	idiopathic pulmonary hypertension
VCP	C0878544	idiopathic pulmonary hypertension
ANGPT2	C0878544	idiopathic pulmonary hypertension
MIR499A	C0878544	idiopathic pulmonary hypertension
FKBP1B	C0878544	idiopathic pulmonary hypertension
COX6B1	C0878544	idiopathic pulmonary hypertension
MYL9	C0878544	idiopathic pulmonary hypertension
ANPEP	C0878544	idiopathic pulmonary hypertension
AGRP	C0878544	idiopathic pulmonary hypertension
WFS1	C0878544	idiopathic pulmonary hypertension
GADD45B	C0878544	idiopathic pulmonary hypertension
NGF	C0878544	idiopathic pulmonary hypertension
FOSL2	C0878544	idiopathic pulmonary hypertension
IGF1R	C0878544	idiopathic pulmonary hypertension
CBR1	C0878544	idiopathic pulmonary hypertension
PHYH	C0878544	idiopathic pulmonary hypertension
CS	C0878544	idiopathic pulmonary hypertension
GPC4	C0878544	idiopathic pulmonary hypertension
APOB	C0878544	idiopathic pulmonary hypertension
KISS1	C0878544	idiopathic pulmonary hypertension
CD69	C0878544	idiopathic pulmonary hypertension
NOS3	C0878544	idiopathic pulmonary hypertension
GTPBP3	C0878544	idiopathic pulmonary hypertension
MIF	C0878544	idiopathic pulmonary hypertension
MIPEP	C0878544	idiopathic pulmonary hypertension
MTO1	C0878544	idiopathic pulmonary hypertension
EDNRA	C0878544	idiopathic pulmonary hypertension
MAPK3	C0878544	idiopathic pulmonary hypertension
TMPO	C0878544	idiopathic pulmonary hypertension
SCN1B	C0878544	idiopathic pulmonary hypertension
PPARA	C0878544	idiopathic pulmonary hypertension
RND3	C0878544	idiopathic pulmonary hypertension
ELOVL4	C0878544	idiopathic pulmonary hypertension
KCNH1	C0878544	idiopathic pulmonary hypertension
NKX2-5	C0878544	idiopathic pulmonary hypertension
NFE2L2	C0878544	idiopathic pulmonary hypertension
SCD	C0878544	idiopathic pulmonary hypertension
ISM2	C0878544	idiopathic pulmonary hypertension
PRKCE	C0878544	idiopathic pulmonary hypertension
GOLGA6A	C0878544	idiopathic pulmonary hypertension
SIX1	C0878544	idiopathic pulmonary hypertension
ABCC5	C0878544	idiopathic pulmonary hypertension
RYR2	C0878544	idiopathic pulmonary hypertension
AGT	C0878544	idiopathic pulmonary hypertension
RMRP	C0878544	idiopathic pulmonary hypertension
TYK2	C0878544	idiopathic pulmonary hypertension
SGCG	C0878544	idiopathic pulmonary hypertension
HMOX1	C0878544	idiopathic pulmonary hypertension
THEMIS	C0878544	idiopathic pulmonary hypertension
MYH2	C0878544	idiopathic pulmonary hypertension
PKP1	C0878544	idiopathic pulmonary hypertension
GNAS	C0878544	idiopathic pulmonary hypertension
RMND1	C0878544	idiopathic pulmonary hypertension
EMD	C0878544	idiopathic pulmonary hypertension
GATA4	C0878544	idiopathic pulmonary hypertension
PPP1R13L	C0878544	idiopathic pulmonary hypertension
PRKAB1	C0878544	idiopathic pulmonary hypertension
PRKAA2	C0878544	idiopathic pulmonary hypertension
CYP2C19	C0878544	idiopathic pulmonary hypertension
HSPE1	C0878544	idiopathic pulmonary hypertension
IL15	C0878544	idiopathic pulmonary hypertension
SLCO1B1	C0878544	idiopathic pulmonary hypertension
IL1A	C0878544	idiopathic pulmonary hypertension
ACE	C0878544	idiopathic pulmonary hypertension
CYP2E1	C0878544	idiopathic pulmonary hypertension
ACE2	C0878544	idiopathic pulmonary hypertension
ADRB1	C0878544	idiopathic pulmonary hypertension
PTPN11	C0878544	idiopathic pulmonary hypertension
FKTN	C0878544	idiopathic pulmonary hypertension
EIF3K	C0878544	idiopathic pulmonary hypertension
MYH6	C0878544	idiopathic pulmonary hypertension
FHL1	C0878544	idiopathic pulmonary hypertension
SLC25A20	C0878544	idiopathic pulmonary hypertension
TSHR	C0878544	idiopathic pulmonary hypertension
AARS2	C0878544	idiopathic pulmonary hypertension
PRDM16	C0878544	idiopathic pulmonary hypertension
ATP6	C0878544	idiopathic pulmonary hypertension
HSPD1	C0878544	idiopathic pulmonary hypertension
POMC	C0878544	idiopathic pulmonary hypertension
GBE1	C0878544	idiopathic pulmonary hypertension
CACNG8	C0878544	idiopathic pulmonary hypertension
ROCK1	C0878544	idiopathic pulmonary hypertension
ITGAX	C0878544	idiopathic pulmonary hypertension
ZBTB17	C0878544	idiopathic pulmonary hypertension
GYS1	C0878544	idiopathic pulmonary hypertension
FAAH	C0878544	idiopathic pulmonary hypertension
TSFM	C0878544	idiopathic pulmonary hypertension
RAD51	C0878544	idiopathic pulmonary hypertension
PCCB	C0878544	idiopathic pulmonary hypertension
TXNRD1	C0878544	idiopathic pulmonary hypertension
SOD2	C0878544	idiopathic pulmonary hypertension
AGTR1	C0878544	idiopathic pulmonary hypertension
CACYBP	C0878544	idiopathic pulmonary hypertension
KCNQ1OT1	C0878544	idiopathic pulmonary hypertension
CSF3	C0878544	idiopathic pulmonary hypertension
COL4A1	C0878544	idiopathic pulmonary hypertension
SLC25A3	C0878544	idiopathic pulmonary hypertension
IFNG	C0878544	idiopathic pulmonary hypertension
PDE2A	C0878544	idiopathic pulmonary hypertension
TRMU	C0878544	idiopathic pulmonary hypertension
PLEC	C0878544	idiopathic pulmonary hypertension
CDK9	C0878544	idiopathic pulmonary hypertension
LRP1	C0878544	idiopathic pulmonary hypertension
CELF4	C0878544	idiopathic pulmonary hypertension
TLR3	C0878544	idiopathic pulmonary hypertension
FIG4	C0878544	idiopathic pulmonary hypertension
NPPA	C0878544	idiopathic pulmonary hypertension
CELF1	C0878544	idiopathic pulmonary hypertension
UNC45B	C0878544	idiopathic pulmonary hypertension
REN	C0878544	idiopathic pulmonary hypertension
LAMP2	C0878544	idiopathic pulmonary hypertension
KCNN3	C0878544	idiopathic pulmonary hypertension
VPS51	C0878544	idiopathic pulmonary hypertension
EMC7	C0878544	idiopathic pulmonary hypertension
FKRP	C0878544	idiopathic pulmonary hypertension
TSSK1B	C0878544	idiopathic pulmonary hypertension
VEGFA	C0878544	idiopathic pulmonary hypertension
MUC2	C0878544	idiopathic pulmonary hypertension
EPO	C0878544	idiopathic pulmonary hypertension
H19	C0878544	idiopathic pulmonary hypertension
AHCY	C0878544	idiopathic pulmonary hypertension
PPP1R2C	C0878544	idiopathic pulmonary hypertension
EHMT1	C0878544	idiopathic pulmonary hypertension
IL2RA	C0878544	idiopathic pulmonary hypertension
MASP2	C0878544	idiopathic pulmonary hypertension
COL3A1	C0878544	idiopathic pulmonary hypertension
KDR	C0878544	idiopathic pulmonary hypertension
KCNJ2	C0878544	idiopathic pulmonary hypertension
ANKRD1	C0878544	idiopathic pulmonary hypertension
DAG1	C0878544	idiopathic pulmonary hypertension
TWNK	C0878544	idiopathic pulmonary hypertension
CSNK2A2	C0878544	idiopathic pulmonary hypertension
SGCD	C0878544	idiopathic pulmonary hypertension
DCAF8	C0878544	idiopathic pulmonary hypertension
YWHAH	C0878544	idiopathic pulmonary hypertension
NDUFV2	C0878544	idiopathic pulmonary hypertension
MAPK1	C0878544	idiopathic pulmonary hypertension
PTHLH	C0878544	idiopathic pulmonary hypertension
AQP2	C0878544	idiopathic pulmonary hypertension
MEF2A	C0878544	idiopathic pulmonary hypertension
MYOT	C0878544	idiopathic pulmonary hypertension
PIM1	C0878544	idiopathic pulmonary hypertension
BEST1	C0878544	idiopathic pulmonary hypertension
PIK3CG	C0878544	idiopathic pulmonary hypertension
FSD1L	C0878544	idiopathic pulmonary hypertension
SLC22A5	C0878544	idiopathic pulmonary hypertension
MFN2	C0878544	idiopathic pulmonary hypertension
IRX4	C0878544	idiopathic pulmonary hypertension
DNAJC19	C0878544	idiopathic pulmonary hypertension
HTT	C0878544	idiopathic pulmonary hypertension
CYP2D6	C0878544	idiopathic pulmonary hypertension
IDH2	C0878544	idiopathic pulmonary hypertension
MMP14	C0878544	idiopathic pulmonary hypertension
GPC3	C0878544	idiopathic pulmonary hypertension
RGS2	C0878544	idiopathic pulmonary hypertension
RBFOX1	C0878544	idiopathic pulmonary hypertension
RERE	C0878544	idiopathic pulmonary hypertension
ITGB1	C0878544	idiopathic pulmonary hypertension
NSD1	C0878544	idiopathic pulmonary hypertension
FLNC	C0878544	idiopathic pulmonary hypertension
TGFB3	C0878544	idiopathic pulmonary hypertension
NCAM1	C0878544	idiopathic pulmonary hypertension
EGFR	C0878544	idiopathic pulmonary hypertension
SRF	C0878544	idiopathic pulmonary hypertension
MAPK11	C0878544	idiopathic pulmonary hypertension
H19-ICR	C0878544	idiopathic pulmonary hypertension
TAX1BP3	C0878544	idiopathic pulmonary hypertension
ABCB6	C0878544	idiopathic pulmonary hypertension
MYLK2	C0878544	idiopathic pulmonary hypertension
CBR3	C0878544	idiopathic pulmonary hypertension
HAND1	C0878544	idiopathic pulmonary hypertension
MAPK14	C0878544	idiopathic pulmonary hypertension
VMA21	C0878544	idiopathic pulmonary hypertension
ABL2	C0878544	idiopathic pulmonary hypertension
HSPA8	C0878544	idiopathic pulmonary hypertension
SDS	C0878544	idiopathic pulmonary hypertension
SARDH	C0878544	idiopathic pulmonary hypertension
CD163	C0878544	idiopathic pulmonary hypertension
LPL	C0878544	idiopathic pulmonary hypertension
ATP2A2	C0878544	idiopathic pulmonary hypertension
HADHA	C0878544	idiopathic pulmonary hypertension
AVPR1A	C0878544	idiopathic pulmonary hypertension
KCNQ1	C0878544	idiopathic pulmonary hypertension
MUT	C0878544	idiopathic pulmonary hypertension
FANCF	C0878544	idiopathic pulmonary hypertension
LIMS2	C0878544	idiopathic pulmonary hypertension
TCAP	C0878544	idiopathic pulmonary hypertension
UTRN	C0878544	idiopathic pulmonary hypertension
TRPM2	C0878544	idiopathic pulmonary hypertension
SLC3A2	C0878544	idiopathic pulmonary hypertension
TIMP1	C0878544	idiopathic pulmonary hypertension
PCBP1	C0878544	idiopathic pulmonary hypertension
MIR29C	C0878544	idiopathic pulmonary hypertension
TMEM43	C0878544	idiopathic pulmonary hypertension
GRK2	C0878544	idiopathic pulmonary hypertension
PTPRC	C0878544	idiopathic pulmonary hypertension
ND1	C0878544	idiopathic pulmonary hypertension
MYBPC3	C0878544	idiopathic pulmonary hypertension
MLIP	C0878544	idiopathic pulmonary hypertension
KLK1	C0878544	idiopathic pulmonary hypertension
TP53	C0878544	idiopathic pulmonary hypertension
SCO2	C0878544	idiopathic pulmonary hypertension
NEB	C0878544	idiopathic pulmonary hypertension
AKT1	C0878544	idiopathic pulmonary hypertension
DYSF	C0878544	idiopathic pulmonary hypertension
EDN1	C0878544	idiopathic pulmonary hypertension
ACSL1	C0878544	idiopathic pulmonary hypertension
MMP1	C0878544	idiopathic pulmonary hypertension
GRK5	C0878544	idiopathic pulmonary hypertension
AGK	C0878544	idiopathic pulmonary hypertension
TNNI3	C0878544	idiopathic pulmonary hypertension
TCL1A	C0878544	idiopathic pulmonary hypertension
BIRC5	C0878544	idiopathic pulmonary hypertension
PPARG	C0878544	idiopathic pulmonary hypertension
DIO2	C0878544	idiopathic pulmonary hypertension
HFE	C0878544	idiopathic pulmonary hypertension
DMD	C0878544	idiopathic pulmonary hypertension
MYOZ2	C0878544	idiopathic pulmonary hypertension
PIK3CD	C0878544	idiopathic pulmonary hypertension
RBM20	C0878544	idiopathic pulmonary hypertension
MIR221	C0878544	idiopathic pulmonary hypertension
ICAM1	C0878544	idiopathic pulmonary hypertension
BAG3	C0878544	idiopathic pulmonary hypertension
SENP2	C0878544	idiopathic pulmonary hypertension
SGCA	C0878544	idiopathic pulmonary hypertension
SMARCA4	C0878544	idiopathic pulmonary hypertension
ACTC1	C0878544	idiopathic pulmonary hypertension
CASQ2	C0878544	idiopathic pulmonary hypertension
UTS2R	C0878544	idiopathic pulmonary hypertension
RAB3GAP2	C0878544	idiopathic pulmonary hypertension
EPG5	C0878544	idiopathic pulmonary hypertension
NEU1	C0878544	idiopathic pulmonary hypertension
CYP2C9	C0878544	idiopathic pulmonary hypertension
CASR	C0878544	idiopathic pulmonary hypertension
CRYAB	C0878544	idiopathic pulmonary hypertension
ILK	C0878544	idiopathic pulmonary hypertension
MYOF	C0878544	idiopathic pulmonary hypertension
IL10	C0878544	idiopathic pulmonary hypertension
GAA	C0878544	idiopathic pulmonary hypertension
HDAC2	C0878544	idiopathic pulmonary hypertension
TIMP2	C0878544	idiopathic pulmonary hypertension
EEF1A2	C0878544	idiopathic pulmonary hypertension
GSN	C0878544	idiopathic pulmonary hypertension
RHOJ	C0878544	idiopathic pulmonary hypertension
SCARB2	C0878544	idiopathic pulmonary hypertension
CHL1	C0878544	idiopathic pulmonary hypertension
POMT1	C0878544	idiopathic pulmonary hypertension
C21orf2	C0878544	idiopathic pulmonary hypertension
PPARGC1A	C0878544	idiopathic pulmonary hypertension
ACADS	C0878544	idiopathic pulmonary hypertension
RCBTB1	C0878544	idiopathic pulmonary hypertension
OLR1	C0878544	idiopathic pulmonary hypertension
SYNE2	C0878544	idiopathic pulmonary hypertension
PDE5A	C0878544	idiopathic pulmonary hypertension
PPP3CA	C0878544	idiopathic pulmonary hypertension
TNNC1	C0878544	idiopathic pulmonary hypertension
TBX20	C0878544	idiopathic pulmonary hypertension
ABCC9	C0878544	idiopathic pulmonary hypertension
CDH2	C0878544	idiopathic pulmonary hypertension
ARSB	C0878544	idiopathic pulmonary hypertension
SDHA	C0878544	idiopathic pulmonary hypertension
FXN	C0878544	idiopathic pulmonary hypertension
PIK3CB	C0878544	idiopathic pulmonary hypertension
LTBP4	C0878544	idiopathic pulmonary hypertension
DPP4	C0878544	idiopathic pulmonary hypertension
LMNA	C0878544	idiopathic pulmonary hypertension
MAP2K6	C0878544	idiopathic pulmonary hypertension
SI	C0878544	idiopathic pulmonary hypertension
APRT	C0878544	idiopathic pulmonary hypertension
AIP	C0878544	idiopathic pulmonary hypertension
TLR2	C0878544	idiopathic pulmonary hypertension
COX2	C0878544	idiopathic pulmonary hypertension
MYH14	C0878544	idiopathic pulmonary hypertension
LRRC7	C0878544	idiopathic pulmonary hypertension
IGF2	C0878544	idiopathic pulmonary hypertension
CMA1	C0878544	idiopathic pulmonary hypertension
DSG2	C0878544	idiopathic pulmonary hypertension
SIRT1-AS	C0878544	idiopathic pulmonary hypertension
ALPK3	C0878544	idiopathic pulmonary hypertension
DCN	C0878544	idiopathic pulmonary hypertension
NDUFS6	C0878544	idiopathic pulmonary hypertension
RPL32	C0878544	idiopathic pulmonary hypertension
TFR2	C0878544	idiopathic pulmonary hypertension
MYPN	C0878544	idiopathic pulmonary hypertension
PCCA	C0878544	idiopathic pulmonary hypertension
HGF	C0878544	idiopathic pulmonary hypertension
ANO5	C0878544	idiopathic pulmonary hypertension
MEF2C	C0878544	idiopathic pulmonary hypertension
GABPA	C0878544	idiopathic pulmonary hypertension
TRAF3	C0878544	idiopathic pulmonary hypertension
CPT2	C0878544	idiopathic pulmonary hypertension
HSD17B6	C0878544	idiopathic pulmonary hypertension
IL4	C0878544	idiopathic pulmonary hypertension
COX1	C0878544	idiopathic pulmonary hypertension
CD274	C0878544	idiopathic pulmonary hypertension
PRH2	C0878544	idiopathic pulmonary hypertension
G6PD	C0878544	idiopathic pulmonary hypertension
ADM	C0878544	idiopathic pulmonary hypertension
EYA4	C0878544	idiopathic pulmonary hypertension
SLC40A1	C0878544	idiopathic pulmonary hypertension
CAV3	C0878544	idiopathic pulmonary hypertension
SIRT3	C0878544	idiopathic pulmonary hypertension
DSC2	C0878544	idiopathic pulmonary hypertension
AGL	C0878544	idiopathic pulmonary hypertension
PPARD	C0878544	idiopathic pulmonary hypertension
TNNT2	C0878544	idiopathic pulmonary hypertension
HAND2	C0878544	idiopathic pulmonary hypertension
SGCB	C0878544	idiopathic pulmonary hypertension
UTS2	C0878544	idiopathic pulmonary hypertension
NR3C2	C0878544	idiopathic pulmonary hypertension
SRI	C0878544	idiopathic pulmonary hypertension
FAS	C0878544	idiopathic pulmonary hypertension
KCNH2	C0878544	idiopathic pulmonary hypertension
MHRT	C0878544	idiopathic pulmonary hypertension
CAT	C0878544	idiopathic pulmonary hypertension
HIF1A	C0878544	idiopathic pulmonary hypertension
MRE11	C0878544	idiopathic pulmonary hypertension
IDUA	C0878544	idiopathic pulmonary hypertension
PDCD1	C0878544	idiopathic pulmonary hypertension
ADRB2	C0878544	idiopathic pulmonary hypertension
COA5	C0878544	idiopathic pulmonary hypertension
ALDH2	C0878544	idiopathic pulmonary hypertension
SDHB	C0878544	idiopathic pulmonary hypertension
APCS	C0878544	idiopathic pulmonary hypertension
DPM3	C0878544	idiopathic pulmonary hypertension
ERBB2	C0878544	idiopathic pulmonary hypertension
CYR61	C0878544	idiopathic pulmonary hypertension
LIAS	C0878544	idiopathic pulmonary hypertension
CCL2	C0878544	idiopathic pulmonary hypertension
TAZ	C0878544	idiopathic pulmonary hypertension
S100A1	C0878544	idiopathic pulmonary hypertension
PSEN1	C0878544	idiopathic pulmonary hypertension
COA6	C0878544	idiopathic pulmonary hypertension
LDHA	C0878544	idiopathic pulmonary hypertension
APOO	C0878544	idiopathic pulmonary hypertension
PRKAA1	C0878544	idiopathic pulmonary hypertension
D2HGDH	C0878544	idiopathic pulmonary hypertension
HJV	C0878544	idiopathic pulmonary hypertension
TRPV2	C0878544	idiopathic pulmonary hypertension
PTGS2	C0878544	idiopathic pulmonary hypertension
HPS1	C0878544	idiopathic pulmonary hypertension
NOS2	C0878544	idiopathic pulmonary hypertension
VAC14	C0878544	idiopathic pulmonary hypertension
CCNT1	C0878544	idiopathic pulmonary hypertension
CSRP3	C0878544	idiopathic pulmonary hypertension
DES	C0878544	idiopathic pulmonary hypertension
LGALS3	C0878544	idiopathic pulmonary hypertension
TRIM63	C0878544	idiopathic pulmonary hypertension
CEP85L	C0878544	idiopathic pulmonary hypertension
SIRT1	C0878544	idiopathic pulmonary hypertension
NOS1	C0878544	idiopathic pulmonary hypertension
ADCY5	C0878544	idiopathic pulmonary hypertension
SHROOM3	C0878544	idiopathic pulmonary hypertension
CD34	C0878544	idiopathic pulmonary hypertension
SH2D1A	C0878544	idiopathic pulmonary hypertension
TPM1	C0878544	idiopathic pulmonary hypertension
SCO1	C0878544	idiopathic pulmonary hypertension
IGF1	C0878544	idiopathic pulmonary hypertension
PMM2	C0878544	idiopathic pulmonary hypertension
STAT3	C0878544	idiopathic pulmonary hypertension
LDB3	C0878544	idiopathic pulmonary hypertension
PRKAG2	C0878544	idiopathic pulmonary hypertension
NNT	C0878544	idiopathic pulmonary hypertension
MGAM	C0878544	idiopathic pulmonary hypertension
CREM	C0878544	idiopathic pulmonary hypertension
MYH7B	C0878544	idiopathic pulmonary hypertension
HAS3	C0878544	idiopathic pulmonary hypertension
RGS6	C0878544	idiopathic pulmonary hypertension
MAP3K5	C0878544	idiopathic pulmonary hypertension
MLYCD	C0878544	idiopathic pulmonary hypertension
OPTN	C0751713	pancreatitis idiopathic
HLA-DRB3	C0751713	pancreatitis idiopathic
IL1B	C0751713	pancreatitis idiopathic
SPZ1	C0751713	pancreatitis idiopathic
UBB	C0751713	pancreatitis idiopathic
APP	C0751713	pancreatitis idiopathic
HLA-DRB1	C0751713	pancreatitis idiopathic
BTNL2	C0751713	pancreatitis idiopathic
NOTCH4	C0751713	pancreatitis idiopathic
APOE	C0751713	pancreatitis idiopathic
ELK1	C0751713	pancreatitis idiopathic
NBR1	C0751713	pancreatitis idiopathic
THBS1	C0751713	pancreatitis idiopathic
SOD1	C0751713	pancreatitis idiopathic
KCNH4	C0751713	pancreatitis idiopathic
CNBP	C0751713	pancreatitis idiopathic
BACE2	C0751713	pancreatitis idiopathic
XBP1	C0751713	pancreatitis idiopathic
ICOSLG	C0751713	pancreatitis idiopathic
KCNH8	C0751713	pancreatitis idiopathic
MAPT	C0751713	pancreatitis idiopathic
TREX1	C0751713	pancreatitis idiopathic
TLR9	C0751713	pancreatitis idiopathic
CD47	C0751713	pancreatitis idiopathic
HLA-B	C0751713	pancreatitis idiopathic
FUS	C0751713	pancreatitis idiopathic
CXCR3	C0751713	pancreatitis idiopathic
ATF4	C0751713	pancreatitis idiopathic
CST3	C0751713	pancreatitis idiopathic
TLR3	C0751713	pancreatitis idiopathic
PRNP	C0751713	pancreatitis idiopathic
TARDBP	C0751713	pancreatitis idiopathic
DEFB103A	C0751713	pancreatitis idiopathic
PHF1	C0751713	pancreatitis idiopathic
CXCL9	C0751713	pancreatitis idiopathic
RIMS2	C0751713	pancreatitis idiopathic
MYH2	C0751713	pancreatitis idiopathic
NT5C1A	C0751713	pancreatitis idiopathic
LOC102723996	C0751713	pancreatitis idiopathic
TOMM40	C0751713	pancreatitis idiopathic
SERPINA3	C0751713	pancreatitis idiopathic
H1F0	C0751713	pancreatitis idiopathic
TTR	C0751713	pancreatitis idiopathic
CXCL10	C0751713	pancreatitis idiopathic
FST	C0751713	pancreatitis idiopathic
ISYNA1	C0751713	pancreatitis idiopathic
BACE1	C0751713	pancreatitis idiopathic
CXCL11	C0751713	pancreatitis idiopathic
DDIT3	C0751713	pancreatitis idiopathic
SQSTM1	C0751713	pancreatitis idiopathic
ATF6	C0751713	pancreatitis idiopathic
DEFB103B	C0751713	pancreatitis idiopathic
PRF1	C0751713	pancreatitis idiopathic
PRSS55	C0751713	pancreatitis idiopathic
CRISP2	C0751713	pancreatitis idiopathic
GNE	C0751713	pancreatitis idiopathic
H2AFX	C0751713	pancreatitis idiopathic
NOS2	C0751713	pancreatitis idiopathic
CXCR4	C0751713	pancreatitis idiopathic
MSTN	C0751713	pancreatitis idiopathic
TLR4	C0751713	pancreatitis idiopathic
TIMP1	C0751713	pancreatitis idiopathic
HTR2A	C0686347	tachyarrhythmia
COMT	C0686347	tachyarrhythmia
DBH	C0686347	tachyarrhythmia
CRYZ	C0686347	tachyarrhythmia
GFRA2	C0686347	tachyarrhythmia
DRD4	C0686347	tachyarrhythmia
HSPG2	C0686347	tachyarrhythmia
BDNF	C0686347	tachyarrhythmia
GFRA1	C0686347	tachyarrhythmia
DRD3	C0686347	tachyarrhythmia
APOE	C0686347	tachyarrhythmia
NOS1	C0686347	tachyarrhythmia
GNAL	C0686347	tachyarrhythmia
CYP4F3	C0686347	tachyarrhythmia
SLC18A2	C0686347	tachyarrhythmia
GCH1	C0686347	tachyarrhythmia
CYP17A1	C0686347	tachyarrhythmia
PIP4K2A	C0686347	tachyarrhythmia
ARRB2	C0686347	tachyarrhythmia
CYP3A4	C0686347	tachyarrhythmia
TERC	C0686347	tachyarrhythmia
HTR2C	C0686347	tachyarrhythmia
TOR1A	C0686347	tachyarrhythmia
TNF	C0686347	tachyarrhythmia
CYP1A2	C0686347	tachyarrhythmia
RGS9	C0686347	tachyarrhythmia
AKT1	C0686347	tachyarrhythmia
ADORA2A	C0686347	tachyarrhythmia
SLC6A3	C0686347	tachyarrhythmia
PIP4K2C	C0686347	tachyarrhythmia
MTNR1B	C0686347	tachyarrhythmia
NQO1	C0686347	tachyarrhythmia
GRIN2B	C0686347	tachyarrhythmia
PPP1R1B	C0686347	tachyarrhythmia
TFPI	C0686347	tachyarrhythmia
DRD2	C0686347	tachyarrhythmia
CYP2D6	C0686347	tachyarrhythmia
NOS3	C0686347	tachyarrhythmia
PAH	C0686347	tachyarrhythmia
CNR1	C0686347	tachyarrhythmia
PITX2	C0686347	tachyarrhythmia
RGS2	C0686347	tachyarrhythmia
MTNR1A	C0686347	tachyarrhythmia
FUZ	C0686347	tachyarrhythmia
CYP2B6	C0686347	tachyarrhythmia
DECR1	C0686347	tachyarrhythmia
GLI2	C0686347	tachyarrhythmia
F2R	C0686347	tachyarrhythmia
DRD1	C0686347	tachyarrhythmia
SOD2	C0686347	tachyarrhythmia
EBP	C0013604	tardive dyskinesia
FECH	C0013604	tardive dyskinesia
ACTN4	C0013604	tardive dyskinesia
RAG1	C0013604	tardive dyskinesia
CASP9	C0013604	tardive dyskinesia
GLE1	C0013604	tardive dyskinesia
PTHLH	C0013604	tardive dyskinesia
NPHS2	C0013604	tardive dyskinesia
DCLRE1C	C0013604	tardive dyskinesia
CXCL8	C0013604	tardive dyskinesia
MRPS16	C0013604	tardive dyskinesia
MAP2K6	C0013604	tardive dyskinesia
LAMB2	C0013604	tardive dyskinesia
NLRC4	C0013604	tardive dyskinesia
AIP	C0013604	tardive dyskinesia
