name_0	drugbank_id_0	To	From	uniprot_id	name	drugbank_id
minoxidil	DB00350	PROCR	Q9UNN8	Q9UNN8	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	NME2	P22392	P22392	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	TLR1	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	TCN2	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PCNA	P12004	P12004	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	THRB	P10828	P10828	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	NCOA1	Q15788	Q15788	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CYP3A4	P08684	P08684	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CRYZ	Q08257	Q08257	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	NCOA2	Q15596	Q15596	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PAH	P00439	P00439	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	SEC14L2	O76054	O76054	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PANK1	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CYP2C9	P11712	P11712	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	ADAMTS4	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CD1D	P15813	P15813	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CYP7A1	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	GIF	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PPARD	Q03181	Q03181	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CYP2D6	P10635	P10635	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PGR	P06401	P06401	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PCTP	Q9UKL6	Q9UKL6	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	NUP214	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	GSTK1	Q9Y2Q3	Q9Y2Q3	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	BPI	P17213	P17213	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	DHRS11	Q6UWP2	Q6UWP2	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	HADH	Q16836	Q16836	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PTGIS	Q16647	Q16647	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CD1A	P06126	P06126	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	ETFA	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	CYP2R1	N/A	N/A	minoxidil_Pocket_Features	DB00350_Features
minoxidil	DB00350	PTGR2	Q8N8N7	Q8N8N7	minoxidil_Pocket_Features	DB00350_Features
doxycycline	DB00254	PROCR	Q9UNN8	Q9UNN8	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	HBD	N/A	N/A	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	IDO1	P14902	P14902	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	NME2	P22392	P22392	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	CYB5R4	N/A	N/A	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	HSD17B4	P51659	P51659	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	HBB	P68871	P68871	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	PCNA	P12004	P12004	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	THRB	P10828	P10828	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	NCOA1	Q15788	Q15788	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	BCL2L1	Q07817	Q07817	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	NCOA2	Q15596	Q15596	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	CYP2C9	P11712	P11712	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	HBE1	N/A	N/A	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	ALB	P02768	P02768	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	CYCS	P99999	P99999	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	PPARD	Q03181	Q03181	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	DBI	P07108	P07108	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	ADH1C	P00326	P00326	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	PDK2	Q15119	Q15119	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	MED1	Q15648	Q15648	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	MMACHC	Q9Y4U1	Q9Y4U1	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	PGR	P06401	P06401	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	AR	P10275	P10275	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	DECR1	Q16698	Q16698	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	BPI	P17213	P17213	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	DHRS11	Q6UWP2	Q6UWP2	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	SPR	P35270	P35270	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	BDH2	N/A	N/A	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	GSR	P00390	P00390	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	RUVBL1	N/A	N/A	doxycycline_Pocket_Features	DB00254_Features
doxycycline	DB00254	APAF1	O14727	O14727	doxycycline_Pocket_Features	DB00254_Features
carbidopa	DB00190	MAVS	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	NME2	P22392	P22392	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	RAB6A	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	PCNA	P12004	P12004	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	MUT	P22033	P22033	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	DDC	Q6IBS8	Q6IBS8	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	NCOA1	Q15788	Q15788	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	ACE2	Q9BYF1	Q9BYF1	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	SNAI1	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	HSDL2	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	NCOA2	Q15596	Q15596	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	MAOA	P21397	P21397	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	GAD2	Q5VZ30	Q5VZ30	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	GAD1	Q8IVA8	Q8IVA8	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	CSAD	Q9Y600	Q9Y600	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	GALNT2	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	BHMT	Q93088	Q93088	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	KDM1A	O60341	O60341	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	HDC	P19113	P19113	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	CYCS	P99999	P99999	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	MED1	Q15648	Q15648	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	HAGH	Q16775	Q16775	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	SHMT1	P34896	P34896	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	SULT1C3	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	SETD2	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	QSOX1	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	ALDH7A1	P49419	P49419	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	RNLS	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	UXS1	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	ETFA	N/A	N/A	carbidopa_Pocket_Features	DB00190_Features
carbidopa	DB00190	PTGR2	Q8N8N7	Q8N8N7	carbidopa_Pocket_Features	DB00190_Features
perindopril	DB00790	COL4A3BP	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	LTA4H	P09960	P09960	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	AKR1C3	P42330	P42330	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	NME2	P22392	P22392	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	ADAM8	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	TLR1	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	PXN	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	FKBP5	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	PCNA	P12004	P12004	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	THRB	P10828	P10828	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	MUT	P22033	P22033	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	NCOA1	Q15788	Q15788	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	ACE2	Q9BYF1	Q9BYF1	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	MMP7	P09237	P09237	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	BCL2L1	Q07817	Q07817	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	TAB1	Q15750	Q15750	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	NCOA2	Q15596	Q15596	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	OGT	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	ACAD8	Q9UKU7	Q9UKU7	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	CD1D	P15813	P15813	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	ECE1	P42892	P42892	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	GIF	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	AKR1C4	P17516	P17516	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	MED1	Q15648	Q15648	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	MMP1	P03956	P03956	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	ERAP1	N/A	N/A	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	KNG1	P01042	P01042	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	ANPEP	P15144	P15144	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	ACE	P12821	P12821	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	MME	P08473	P08473	perindopril_Pocket_Features	DB00790_Features
perindopril	DB00790	FASN	P49327	P49327	perindopril_Pocket_Features	DB00790_Features
desipramine	DB01151	CTNNB1	P35222	P35222	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	HIST1H4I	N/A	N/A	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	IDO1	P14902	P14902	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	NME2	P22392	P22392	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	TLR1	N/A	N/A	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	HSD17B4	P51659	P51659	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	PCNA	P12004	P12004	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	THRB	P10828	P10828	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	MUT	P22033	P22033	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	NCOA1	Q15788	Q15788	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	CYP3A4	P08684	P08684	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	BCL2L1	Q07817	Q07817	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	GALE	Q14376	Q14376	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	NCOA2	Q15596	Q15596	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	SEC14L2	O76054	O76054	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	CYP2C9	P11712	P11712	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	NR0B2	N/A	N/A	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	DHRS4	Q9BTZ2	Q9BTZ2	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	DBI	P07108	P07108	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	MED1	Q15648	Q15648	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	CYP2E1	P05181	P05181	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	RRM1	P23921	P23921	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	HIST1H3H	N/A	N/A	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	GSTK1	Q9Y2Q3	Q9Y2Q3	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	DHRS11	Q6UWP2	Q6UWP2	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	SPR	P35270	P35270	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	NAA50	N/A	N/A	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	HMOX1	P09601	P09601	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	TRAPPC3	O43617	O43617	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	CRYM	Q14894	Q14894	desipramine_Pocket_Features	DB01151_Features
desipramine	DB01151	XDH	P47989	P47989	desipramine_Pocket_Features	DB01151_Features
gemcitabine	DB00441	CTNNB1	P35222	P35222	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	ESRRG	P62508	P62508	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	COL4A3BP	N/A	N/A	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	RTN4IP1	N/A	N/A	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	NME2	P22392	P22392	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	S1PR1	P21453	P21453	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	CYP11B2	P19099	P19099	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	PDE9A	O76083	O76083	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	SMO	Q99835	Q99835	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	PCNA	P12004	P12004	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	THRB	P10828	P10828	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	NCOA1	Q15788	Q15788	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	DGUOK	N/A	N/A	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	BCL2L1	Q07817	Q07817	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	NCOA2	Q15596	Q15596	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	ADRB2	P07550	P07550	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	RRP8	N/A	N/A	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	CD1D	P15813	P15813	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	OPRL1	P41146	P41146	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	HTR1B	P28222	P28222	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	NR0B2	N/A	N/A	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	DCK	P27707	P27707	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	GIF	N/A	N/A	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	PIK3R1	P27986	P27986	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	MPO	P05164	P05164	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	ACADS	P16219	P16219	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	TXN	P10599	P10599	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	HMOX1	P09601	P09601	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	CYP2R1	N/A	N/A	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	FASN	P49327	P49327	gemcitabine_Pocket_Features	DB00441_Features
gemcitabine	DB00441	ADORA2A	P29274	P29274	gemcitabine_Pocket_Features	DB00441_Features
cladribine	DB00242	ESRRG	P62508	P62508	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	BCL2	P10415	P10415	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	IDO1	P14902	P14902	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	NME2	P22392	P22392	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	S1PR1	P21453	P21453	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	NR1H2	P55055	P55055	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	PCNA	P12004	P12004	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	THRB	P10828	P10828	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	NCOA1	Q15788	Q15788	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	DGUOK	N/A	N/A	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	BCL2L1	Q07817	Q07817	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	NCOA2	Q15596	Q15596	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	RRP8	N/A	N/A	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	CD1D	P15813	P15813	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	OPRL1	P41146	P41146	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	HTR1B	P28222	P28222	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	NR0B2	N/A	N/A	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	DCK	P27707	P27707	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	GGPS1	O95749	O95749	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	CYP2D6	P10635	P10635	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	PDK2	Q15119	Q15119	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	MED1	Q15648	Q15648	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	MPO	P05164	P05164	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	ACADS	P16219	P16219	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	LSS	P48449	P48449	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	GSR	P00390	P00390	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	HMOX1	P09601	P09601	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	GMDS	O60547	O60547	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	MME	P08473	P08473	cladribine_Pocket_Features	DB00242_Features
cladribine	DB00242	FASN	P49327	P49327	cladribine_Pocket_Features	DB00242_Features
clomipramine	DB01242	CTNNB1	P35222	P35222	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	PROCR	Q9UNN8	Q9UNN8	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	IDO1	P14902	P14902	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	TRAPPC6A	O75865	O75865	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	NME2	P22392	P22392	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	AKR1D1	P51857	P51857	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	S1PR1	P21453	P21453	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	HSD17B4	P51659	P51659	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	PCNA	P12004	P12004	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	THRB	P10828	P10828	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	MUT	P22033	P22033	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	NCOA1	Q15788	Q15788	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	CYP3A4	P08684	P08684	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	BCL2L1	Q07817	Q07817	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	ADH7	P40394	P40394	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	GALE	Q14376	Q14376	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	NCOA2	Q15596	Q15596	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	SEC14L2	O76054	O76054	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	DHRS4	Q9BTZ2	Q9BTZ2	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	DBI	P07108	P07108	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	PIK3R1	P27986	P27986	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	MED1	Q15648	Q15648	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	PPARG	P37231	P37231	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	HTR2B	P41595	P41595	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	GSTK1	Q9Y2Q3	Q9Y2Q3	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	DHRS11	Q6UWP2	Q6UWP2	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	HMOX1	P09601	P09601	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	CD1A	P06126	P06126	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	CD1B	N/A	N/A	clomipramine_Pocket_Features	DB01242_Features
clomipramine	DB01242	UXS1	N/A	N/A	clomipramine_Pocket_Features	DB01242_Features
celecoxib	DB00482	PROCR	Q9UNN8	Q9UNN8	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	COL4A3BP	N/A	N/A	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	AKR1C3	P42330	P42330	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	NME2	P22392	P22392	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	TLR1	N/A	N/A	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	TCN2	N/A	N/A	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	PNMT	P11086	P11086	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	PCNA	P12004	P12004	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	MUT	P22033	P22033	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	THRB	P10828	P10828	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	NCOA1	Q15788	Q15788	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	PDK4	Q16654	Q16654	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	NCOA2	Q15596	Q15596	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CA9	Q16790	Q16790	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CD1D	P15813	P15813	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	KDM1A	O60341	O60341	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CA7	P43166	P43166	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	GIF	N/A	N/A	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CTBP1	Q13363	Q13363	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	HSD11B1	P28845	P28845	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	F2R	P25116	P25116	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	AKR1B10	O60218	O60218	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	MED1	Q15648	Q15648	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CTBP2	N/A	N/A	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	GSR	P00390	P00390	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CA12	O43570	O43570	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	RUVBL1	N/A	N/A	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	AKR1B1	P15121	P15121	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CD1A	P06126	P06126	celecoxib_Pocket_Features	DB00482_Features
celecoxib	DB00482	CA4	P22748	P22748	celecoxib_Pocket_Features	DB00482_Features
pentamidine	DB00738	PROC	P04070	P04070	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	ACSS1	Q9NUB1	Q9NUB1	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	F2	P00734	P00734	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	AKR1C3	P42330	P42330	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	NME2	P22392	P22392	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	AKR1D1	P51857	P51857	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	TP53I3	N/A	N/A	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	PGA4	N/A	N/A	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	TCN2	N/A	N/A	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	GZMA	N/A	N/A	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	PCNA	P12004	P12004	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	THRB	P10828	P10828	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	PRSS1	P07477	P07477	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	REN	P00797	P00797	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	GALE	Q14376	Q14376	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	CD1D	P15813	P15813	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	KDM1A	O60341	O60341	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	PLAT	P00750	P00750	pentamidine_Pocket_Features	DB00738_Features
pentamidine	DB00738	GIF	N/A	N/A	pentamidine_Pocket_Features	DB00738_Features
