Drug,Targets
pantoprazole,"['UGT1A1', 'ABCC2', 'ATP4A', 'Cyp2b2', 'CFI', 'C4BPA', 'ABCA1', 'CYP3A5', 'C1QA', 'VDR', 'DDAH1', 'C1QC', 'SERPING1', 'Ugt2b1', 'TGFB1', 'HAMP', 'MPO', 'PCNA', 'ABCG2', 'ABCB1', 'SLC22A8', 'CASP3', 'ATP4B', 'CYP1A2', 'SLC22A6', 'CYP1A1', 'CYP2E1', 'C4BPB', 'Cyp2b1', 'CYP3A4', 'GCG', 'CYP2C9', 'MAPT', 'RETSAT', 'CYP2C19']"
dacarbazine,"['POLA2', 'MCL1', 'MAPK3', 'VEGFA', 'CXCL8', 'icl1', 'IFNG', 'MAP3K1', 'BIRC5', 'IRF1', 'EPO', 'GSTM1', 'CYP2D6', 'SLC2A1', 'CASP3', 'CASP8', 'TNFSF10', 'CYP1A2', 'PLAU', 'IFNA1', 'CYP1A1', 'CLU', 'MGMT', 'CD69', 'MAPK1', 'APEX1', 'CD38', 'IL6', 'IFNA2', 'CYP3A4', 'CYP2C9', 'ADK', 'BAX', 'TNF', 'CYP2C19']"
lopinavir,"['ALB', 'ABCC2', 'ZMPSTE24', 'ABCB11', 'NFE2L2', 'IL1B', 'SLCO1B1', 'HMOX1', 'CYP3A7-CYP3A51P', 'ORM1', 'CCL2', 'CYP3A5', 'RB1', 'SMAD3', 'CYP2C19', 'ORF1ab', 'LMNA', 'LEP', 'CCL3', 'ABCB1', 'CYP3A43', 'CYP2D6', 'ZSCAN25', 'CYP1A2', 'ICAM1', 'ABCC1', 'CAT', 'ADIPOQ', 'CYP2B6', 'CYP3A4', 'CYP2C9', 'SLCO1B3', 'TNF', 'IL6']"
venlafaxine,"['SLC6A4', 'HRH1', 'HTR1B', 'HTR2C', 'HTR1D', 'HTR6', 'CHRM3', 'CHRM1', 'HTR2A', 'TPH2', 'CYP3A5', 'GABRP', 'FKBP5', 'COMT', 'ABCG2', 'ABCB1', 'HTR1A', 'CYP2D6', 'HTR1E', 'BDNF', 'CHRM2', 'GABRQ', 'NPY1R', 'ADRA2A', 'SLC6A3', 'HTR2B', 'SLC6A2', 'CHRM4', 'GRIA3', 'CYP3A4', 'CYP2C9', 'GABRA6', 'HTR1F', 'CYP2C19']"
eplerenone,"['NCF1', 'COL1A1', 'IL18', 'SERPINE1', 'SNAI1', 'MAPK3', 'NFE2L2', 'NR3C2', 'CD80', 'CYP3A5', 'COL4A1', 'OSR1', 'SOD1', 'OXSR1', 'CDH1', 'TGFB1', 'SLC9A1', 'SLC12A3', 'FN1', 'STK39', 'COL3A1', 'MAPK1', 'TGFBI', 'CYP11B2', 'CAT', 'CYBA', 'AR', 'CYP3A4', 'NOS3', 'SOD2', 'ACTA2', 'ATP1A1', 'TNF', 'AGT']"
pseudoephedrine,"['SLC6A4', 'ADRB1', 'ATF3', 'ALB', 'ALOX15B', 'ATF2', 'ATF5', 'ATF6', 'THPO', 'MAOA', 'ADRB2', 'NFATC1', 'JDP2', 'NFKB1', 'ATF1', 'FOS', 'CYP2D6', 'ATF4', 'GLA', 'ADRA2A', 'HSD17B10', 'SLC6A3', 'PKM', 'SLC6A2', 'IL2', 'DRD2', 'JUN', 'CYP3A4', 'ADRA1A', 'ALOX15', 'CYP2C9', 'ATF7', 'TNF', 'CYP2C19']"
teniposide,"['CETP', 'SLCO2B1', 'ESR2', 'FGF2', 'RXRA', 'Top2a', 'PGR', 'MIR135B', 'FAS', 'THRA', 'CYP3A5', 'NR1H2', 'ESR1', 'NR1H3', 'ABCG2', 'H2AC25', 'ABCB1', 'NRIP1', 'NUP50', 'GSTP1', 'MTTP', 'MYC', 'MIR196B', 'BCL2', 'ODC1', 'ABCC1', 'TOP2A', 'TOP2B', 'AR', 'CYP3A4', 'CYP2C9', 'THRB', 'CDKN1A', 'CYP2C19']"
acitretin,"['ALB', 'RARG', 'FASLG', 'RXRA', 'MAPK3', 'NCOA2', 'IL1B', 'RXRG', 'FAS', 'PARP1', 'CASP9', 'FADD', 'VDR', 'CCND1', 'USP1', 'RARA', 'PLK1', 'SLC25A5', 'CASP3', 'CASP8', 'KAT2A', 'RBP1', 'GMNN', 'CYP1A1', 'MAPK1', 'RXRB', 'STAT3', 'BCL2', 'RARB', 'RAPGEF4', 'KDM4A', 'BAX', 'THRB', 'MAPT']"
lincomycin,"['rplJ', 'rpsC', 'rpmI', 'HLA-E', 'rpmJ', 'rpsM', 'ORM1', 'rpsS', 'rpmB', 'rplO', 'rplL', 'rpmF', 'rplA', 'rpsP', 'MR1', 'rpsL', 'ykgM', 'rpsT', 'rpsB', 'rpmA', 'rpsK', 'PON1', 'rpmG', 'rplS', 'rplT', 'rpsG', 'rplK', 'rpsR', 'rpmC', 'rpmE', 'rpsD', 'rpsJ', 'rpmH', 'rpsF']"
escitalopram,"['SLC6A4', 'HRH1', 'GLDC', 'HTR2C', 'HTR1B', 'ADRA2B', 'IL11', 'CHRM1', 'RFK', 'HTR2A', 'MAOA', 'TSPAN5', 'FKBP5', 'GRK5', 'TPH1', 'ABCB1', 'HTR1A', 'CYP2D6', 'MAOB', 'BMP5', 'BDNF', 'ADRA2C', 'CYP1A2', 'ADRA1D', 'ERICH3', 'ADRA2A', 'SLC6A3', 'SLC6A2', 'DRD2', 'CYP3A4', 'ADRA1A', 'CYP2C9', 'ADRA1B', 'CYP2C19']"
clonazepam,"['GABRG2', 'ALB', 'GABRR1', 'GABRA3', 'GABRG1', 'NAT2', 'CXCL8', 'GABRR3', 'GABRP', 'GABRB1', 'GABRB2', 'GABRD', 'GABRA2', 'GABRE', 'CCKAR', 'GABRQ', 'EPHX1', 'CYP1A2', 'GABRA5', 'DCX', 'GABRG3', 'BCL2', 'TSPO', 'CYP2E1', 'Cyp2b1', 'CYP3A4', 'BAX', 'GABRA1', 'GABRA4', 'GABRR2', 'NR1I2', 'GABRA6', 'GABRB3']"
vismodegib,"['ALB', 'CYP2C8', 'SHH', 'SQSTM1', 'TNFRSF10A', 'GLI2', 'PTCH2', 'PAX6', 'TNFRSF10B', 'FAS', 'ORM1', 'MYCN', 'HHIP', 'GLI3', 'CDK6', 'CCND1', 'CCND2', 'CYP2C19', 'ABCG2', 'ABCB1', 'SUFU', 'CASP3', 'GLI1', 'MAP1LC3B', 'PTCH1', 'PDGFRA', 'BCL2', 'SMO', 'CYP3A4', 'BECN1', 'CYP2C9', 'nkx2.1', 'AGT']"
minocycline,"['HLA-B', 'MAPK14', 'ompC', 'MAPK3', 'VEGFA', 'IL1B', 'MAPK15', 'SLC22A7', 'MAPK9', 'MMP9', 'MAPK4', 'MAPK13', 'MAPK8', 'MAPK7', 'rpsI', 'CYP2D6', 'CASP3', 'MAPK10', 'ALOX5', 'CYP1A2', 'SLC22A6', 'MAPK1', 'NOS2', 'MAPK11', 'F2RL1', 'MAPK12', 'CASP1', 'CYCS', 'CYP3A4', 'CYP2C9', 'NR1I2', 'MAPK6', 'CYP2C19']"
thiotepa,"['ERBB2', 'HPGD', 'OGG1', 'SLCO2B1', 'EHMT2', 'PARP1', 'PIGA', 'CYP3A5', 'VDR', 'CD59', 'BAK1', 'TGFB1', 'HPRT1', 'GSTA1', 'BCHE', 'ALDH1A1', 'GSTP1', 'CASP3', 'GMNN', 'YWHAQ', 'BCL2', 'APEX1', 'ABCC1', 'CYP2B6', 'Cyp2b1', 'HBG2', 'BAD', 'AR', 'CYP3A4', 'DCN', 'BCL2L1', 'BAX', 'ALDH3A1']"
tetracaine,"['HRH1', 'SCN5A', 'TRPV1', 'SCN2A', 'CNGB1', 'G6PD', 'MAPK3', 'CCNE1', 'HNRNPC', 'SCN10A', 'CDK6', 'RYR1', 'CCND1', 'CNGA1', 'MAPK9', 'NEDD8', 'SCN3A', 'MAPK8', 'SCN9A', 'HNRNPA1', 'CDK4', 'CASP3', 'HNRNPA2B1', 'SCN7A', 'SLC22A2', 'SCN4A', 'CDK2', 'MAPK1', 'SCN11A', 'HNRNPA0', 'RYR2', 'SCN8A', 'SCN1A']"
osimertinib,"['UGT1A1', 'KRAS', 'ERBB2', 'MKI67', 'GPT', 'EGF', 'AKT1', 'SQSTM1', 'MAPK3', 'EGFR', 'CXCL8', 'PARP1', 'UGT2B7', 'UGT1A6', 'UGT1A10', 'ORF1ab', 'ABCG2', 'ABCB1', 'CASP3', 'CFTR', 'CYP1A2', 'UGT1A3', 'MAPK1', 'STAT3', 'UGT1A8', 'MET', 'CAT', 'UGT2B15', 'CYP3A4', 'NRAS', 'TWIST1', 'UGT1A7', 'IL6']"
naltrexone,"['UGT1A1', 'OGFR', 'ERN1', 'CHRFAM7A', 'GPT', 'DDIT3', 'TH', 'ATF6', 'HSPA5', 'FSHB', 'Oprk1', 'OPRK1', 'TAC1', 'EIF2AK3', 'GABRB2', 'Oprd1', 'OPRD1', 'EGR1', 'HTR1A', 'OPRL1', 'PENK', 'OPRM1', 'SIGMAR1', 'LHB', 'NOS2', 'SLC6A3', 'DRD2', 'DBH', 'CRH', 'GCG', 'BAX', 'GABRA6', 'TNF']"
clofarabine,"['H2AX', 'RRM2B', 'MCL1', 'APBB1', 'CHEK2', 'PARP1', 'CASP9', 'XIAP', 'POLE', 'CASP7', 'CCND1', 'ATM', 'RRM1', 'SMC3', 'ABCG2', 'ANP32B', 'FLT3', 'CASP3', 'MYC', 'POLA1', 'POLD1', 'RRM2', 'MET', 'SMC1A', 'CHEK1', 'AR', 'TP53', 'SP1', 'DCK', 'BCL2L1', 'CDC25B', 'CDKN1A']"
sertraline,"['SLC6A4', 'ALB', 'SRP19', 'DRD1', 'MAOA', 'P3H3', 'CYP3A5', 'COMT', 'CDK1', 'CFL1', 'REEP5', 'HTR1A', 'ABCB1', 'CYP2D6', 'MAOB', 'ATXN2', 'IDH1', 'SIGMAR1', 'ACE', 'SLC6A3', 'PGRMC1', 'CYP2E1', 'SLC6A2', 'CYP2B6', 'JUN', 'CYP3A4', 'TP53', 'CYP2C9', 'SLC29A4', 'HLA-A', 'GNB3', 'CYP2C19']"
ergotamine,"['Htr2a', 'HTR1B', 'HTR2C', 'HTR1D', 'ADRA2B', 'HTR6', 'DRD1', 'Htr7', 'Htr1f', 'HTR2A', 'CALCA', 'ADRA1B', 'HTR1A', 'ABCB1', 'FOS', 'HTR1E', 'CASP3', 'GSTP1', 'ADRA2C', 'ADRA1D', 'Htr2c', 'Htr6', 'ADRA2A', 'HTR2B', 'HTR5A', 'SLC6A2', 'DRD2', 'DRD5', 'CYP3A4', 'ADRA1A', 'Htr5a', 'HTR1F']"
arformoterol,"['KCNH2', 'ADRB1', 'UGT1A1', 'IL10', 'FGF2', 'MAPK3', 'IL1B', 'ADRB3', 'CXCL8', 'ADRB2', 'MAPK9', 'MMP9', 'CYP2C19', 'THY1', 'MAPK8', 'CSF2', 'CD44', 'CYP2D6', 'IL13', 'FN1', 'MAPK1', 'CYP2A6', 'BCL2', 'CCL5', 'NR3C1', 'RNASE3', 'IL4', 'SLC22A3', 'ACTA2', 'CYP2C9', 'TNF', 'IL6']"
quinupristin,"['rplJ', 'rpsC', 'rpmI', 'rpmJ', 'rpsM', 'rpsS', 'rpmB', 'rplO', 'rplL', 'rpmF', 'rplA', 'rpsP', 'rpsL', 'ykgM', 'rpsT', 'rpsB', 'rpmA', 'rpsK', 'rpmG', 'rplS', 'rplV', 'rpsG', 'rplK', 'rplT', 'CYP3A4', 'rpsR', 'rpmC', 'rpmE', 'rpsD', 'rpsJ', 'rpmH', 'rpsF']"
labetalol,"['ADRB1', 'UGT1A1', 'ALB', 'MAPK3', 'AVP', 'ADRB3', 'REN', 'ADRB2', 'ORM1', 'UGT2B7', 'PRL', 'ABCB4', 'CYP2C19', 'GJA1', 'UGT1A9', 'ABCB1', 'NPPA', 'CYP2D6', 'ORM2', 'CYP1A2', 'ADRA1D', 'MAPK1', 'LPL', 'CYP3A4', 'ADRA1A', 'ABCB5', 'CYP2C9', 'HPSE', 'ADRA1B', 'ACE2', 'AGT']"
clobazam,"['GABRG2', 'ABCC2', 'GABRR1', 'GABRA3', 'GABRG1', 'GABRR3', 'GABRP', 'GABRB1', 'CYP2C18', 'SELE', 'GABRB2', 'GABRD', 'CYP2C19', 'F2', 'GABRA2', 'ABCB1', 'SERPINC1', 'CYP2D6', 'GABRE', 'GABRQ', 'GABRA5', 'GABRG3', 'TSPO', 'CYP2B6', 'CYP3A4', 'GABRA1', 'GABRA4', 'GABRR2', 'GABRA6', 'SCN1A', 'GABRB3']"
dalfopristin,"['rpsC', 'rplJ', 'rpmI', 'rpmJ', 'rpsM', 'rpsS', 'rpmB', 'rplO', 'rplL', 'rpmF', 'rpsP', 'rplA', 'rpsL', 'ykgM', 'rpsT', 'rpsB', 'rpmA', 'rpsK', 'rpmG', 'rplS', 'rplT', 'rpsG', 'rplK', 'CYP3A4', 'rpsR', 'rpsD', 'rpmC', 'rpmE', 'rpsJ', 'rpmH', 'rpsF']"
ropinirole,"['DRD3', 'ADRB1', 'TNF', 'HTR2C', 'HTR1B', 'ADRA2B', 'HTR1D', 'HTR6', 'DRD1', 'MAPK3', 'IL1B', 'HTR2A', 'DRD4', 'CASP9', 'EGR1', 'HTR1A', 'CYP2D6', 'CASP3', 'ADRA2C', 'CYP1A2', 'ADRA1D', 'ADRA2A', 'MAPK1', 'HTR2B', 'BCL2', 'CAT', 'DRD2', 'JUN', 'DRD5', 'ADRA1A', 'ADRA1B']"
ezetimibe,"['UGT1A1', 'RARG', 'ABCC2', 'CYP2C8', 'ABCB11', 'HMGCR', 'APOA1', 'PGR', 'SREBF2', 'ANPEP', 'SLCO1B1', 'ABCA1', 'SOAT1', 'PLA2G7', 'UGT2B7', 'NR1H2', 'NPC1L1', 'MIR221', 'ABCG2', 'ABCB1', 'NPSR1', 'CRP', 'UGT1A3', 'ABCC3', 'CYP3A4', 'SREBF1', 'LDLR', 'SCARB1', 'PCSK9', 'TNF', 'UGT2B15']"
olmesartan,"['ALB', 'ABCC2', 'DHFR', 'IL18', 'AKT1', 'ABCB11', 'MAPK3', 'SLCO1B1', 'FAS', 'CCL2', 'MAPK9', 'TGFB1', 'MPO', 'MAPK8', 'AGTR1', 'MAS1', 'CASP3', 'CRP', 'DAXX', 'MAPK1', 'EDN1', 'IL6', 'CYBA', 'JUN', 'NOS3', 'PDGFRB', 'ACTA2', 'BAX', 'SLCO1B3', 'ACE2', 'AGT']"
ketorolac,"['CYP2C8', 'CASP4', 'HLA-G', 'PTGER4', 'STAT6', 'IL1B', 'EPAS1', 'HLA-E', 'CYSLTR1', 'CASP9', 'UGT2B7', 'FABP2', 'HIF1A', 'SELE', 'CXCL1', 'CAPN2', 'MPO', 'FOS', 'CYP2D6', 'FCER1A', 'CASP3', 'CASP5', 'PTGS2', 'ICAM1', 'fabp10a', 'IL4', 'CASP1', 'NR4A1', 'CYP2C9', 'HLA-A', 'PTGS1']"
trimipramine,"['SLC6A4', 'ADRB1', 'HRH1', 'HTR2C', 'ADRA2B', 'HTR1D', 'DRD1', 'CHRM3', 'CHRM1', 'HTR2A', 'ADRB3', 'ADRB2', 'HTR1A', 'ABCB1', 'CYP2D6', 'CHRM2', 'HTR3A', 'CHRM5', 'SLC22A2', 'Htr2c', 'ADRA2A', 'SLC6A3', 'SLC6A2', 'DRD2', 'CHRM4', 'DRD5', 'ADRA1A', 'CBX1', 'CYP2C9', 'ADRA1B', 'CYP2C19']"
linagliptin,"['MBP', 'SLC22A1', 'PPARGC1A', 'POU2F2', 'DUSP1', 'IL10', 'DDIT3', 'PLP1', 'NFE2L2', 'HSPA5', 'HMOX1', 'TGFB1', 'JAK2', 'OLIG2', 'MTOR', 'ABCB1', 'Ins1', 'CASP3', 'RELA', 'LHB', 'SLC22A2', 'NR0B2', 'STAT3', 'SIRT1', 'DPP4', 'CYP3A4', 'SLC22A3', 'SOCS3', 'TNF', 'IL6']"
secobarbital,"['KRAS', 'CYP2C8', 'CHRFAM7A', 'GABRA3', 'GRIN3A', 'MAPK3', 'CHRNA7', 'CHRNA4', 'GRIK2', 'RAC1', 'GRIN2D', 'GRIN2C', 'GABRA2', 'GRIN3B', 'CYP1A2', 'GABRA5', 'GRIN2A', 'GRIN1', 'MAPK1', 'Cyp2b1', 'JUN', 'GRIA2', 'CYP3A4', 'GABRA1', 'GABRA4', 'GRIN2B', 'CYP2C9', 'NR1I2', 'GABRA6', 'CYP2C19']"
enalaprilat,"['ADRB1', 'GAD1', 'GRM1', 'IL10', 'SERPINE1', 'TH', 'KNG1', 'SLCO1B1', 'REN', 'ADRB2', 'GLUD2', 'CCL2', 'SLC22A11', 'TLR4', 'BDKRB1', 'TGFB1', 'AGTR1', 'NPPA', 'INS', 'SLC22A8', 'GLUD1', 'FN1', 'HMGB1', 'PPARD', 'MYH7', 'ACE', 'BCL2', 'EDN1', 'TNF', 'AGT']"
baclofen,"['DRD3', 'NOS1', 'ABCC4', 'TSHB', 'MAPK3', 'NFE2L2', 'FSHB', 'ADORA3', 'NFKB1', 'TAC1', 'GABRB1', 'CREB1', 'RYR1', 'GABRB2', 'GABBR2', 'KCNJ6', 'FOS', 'MAOB', 'SCG2', 'BDNF', 'CFTR', 'PENK', 'CXCR4', 'LHB', 'MAPK1', 'PDYN', 'RYR2', 'GCG', 'GABBR1', 'TNF']"
cobimetinib,"['RAF1', 'KRAS', 'PIK3CA', 'GPT', 'MAP2K6', 'MAPK3', 'SLCO1B1', 'PARP1', 'MAP2K2', 'MAP2K4', 'NF1', 'ORM1', 'UGT2B7', 'CYP3A5', 'CCND1', 'ABCG2', 'MAP2K1', 'ABCB1', 'CYP2D6', 'MAP2K3', 'MAPK1', 'MAP2K7', 'ARAF', 'BRAF', 'CYP3A4', 'MAP2K5', 'NRAS', 'BCL2L11', 'RPS6', 'SLCO1B3']"
indapamide,"['CA5A', 'ALB', 'CA7', 'ARHGAP45', 'CA4', 'MAPK3', 'CA9', 'KCNE1', 'REN', 'CA5B', 'ORM1', 'FOS', 'CA3', 'HLA-DOA', 'SLC12A3', 'CA1', 'ORM2', 'EPHX1', 'SLC22A2', 'MAPK1', 'CA14', 'ADRA2A', 'CA13', 'KCNQ1', 'CA6', 'APEX1', 'CA2', 'CA12', 'CYP3A4', 'Car13']"
dienogest,"['CYP19A1', 'SERPINE1', 'PGR', 'FGA', 'FSHB', 'CXCL8', 'FGB', 'CCL2', 'NFKB1', 'PROC', 'PLAT', 'TLR4', 'ESR1', 'HSD17B2', 'F2', 'FGG', 'SERPINC1', 'CRP', 'AKR1C1', 'F7', 'LHB', 'HMGB1', 'PTGS2', 'AKR1C2', 'CD4', 'CYP3A4', 'PROS1', 'IGF1', 'TNF', 'IL6']"
dihydroergotamine,"['DRD3', 'HTR1B', 'HTR2C', 'HTR4', 'HTR1D', 'ADRA2B', 'DRD1', 'Htr7', 'HTR2A', 'HTR7', 'ADRB3', 'DRD4', 'ADRA1B', 'SLC47A1', 'SLC47A2', 'ORF1ab', 'ABCB1', 'HTR1A', 'HTR1E', 'ADRA2C', 'SLC22A2', 'ADRA1D', 'Htr6', 'ADRA2A', 'HTR2B', 'DRD2', 'CYP3A4', 'ADRA1A', 'MAPT', 'HTR1F']"
liraglutide,"['PPARGC1A', 'GPT', 'AKT1', 'ACACA', 'NFE2L2', 'IL1B', 'HMOX1', 'CREB1', 'SFTPB', 'CDH1', 'ESR1', 'XDH', 'CYBB', 'CASP3', 'CPT1A', 'RELA', 'SFTPA1', 'PTGS2', 'BCL2', 'NOX4', 'ADIPOQ', 'CYBA', 'ADAM33', 'DGAT1', 'GLP1R', 'BAX', 'MAPT', 'GSK3B', 'TNF', 'IL6']"
aminolevulinic acid,"['GABRR1', 'MAPK3', 'NFE2L2', 'HMOX1', 'ALAD', 'PARP1', 'CASP9', 'FADD', 'MPZ', 'FECH', 'PRKAA1', 'SLC15A1', 'FXN', 'CASP3', 'CASP8', 'MMP3', 'RELA', 'Cyp2a5', 'UROD', 'MAPK1', 'ALAS1', 'BCL2', 'SLC15A2', 'MMP1', 'PMP22', 'MAG', 'TP53', 'NDUFB8', 'BAX', 'MMP2']"
venetoclax,"['KRAS', 'PIK3CA', 'SQSTM1', 'MCL1', 'MAPK3', 'NPM1', 'SLCO1B1', 'PARP1', 'CASP9', 'PMAIP1', 'BCL2L2', 'BTRC', 'IGH', 'BIRC5', 'ABCG2', 'ABCB1', 'FLT3', 'CASP3', 'IDH1', 'IDH2', 'PTEN', 'MAPK1', 'BCL2', 'NOX4', 'BRAF', 'CYP3A4', 'TP53', 'SP1', 'BCL2L1', 'MCP1']"
ceritinib,"['PIK3C3', 'EML4', 'GPT', 'JAK3', 'AKT1', 'NFKBIA', 'MCL1', 'MAPK3', 'ALK', 'NPM1', 'IGF1R', 'CASP9', 'TRAF2', 'ORF1ab', 'ROS1', 'MAP2K1', 'ABCB1', 'FLT3', 'CASP3', 'RELA', 'MAPK1', 'STAT3', 'BCL2', 'INSR', 'TSSK1B', 'CYP3A4', 'CYCS', 'CYP2C9', 'BAX', 'SRC']"
triamterene,"['SERPINE1', 'TH', 'NFE2L2', 'EGFR', 'HIF1A', 'TPTEP2-CSNK1E', 'ESR1', 'LMCD1', 'ABCG2', 'JAK2', 'GAA', 'CDK4', 'IDH1', 'SCNN1D', 'SCNN1A', 'CYP1A2', 'BCAT1', 'THRB', 'PPARD', 'ACE', 'HSD17B10', 'HSPB1', 'CSNK1D', 'SCNN1B', 'AR', 'SCNN1G', 'TP53', 'RND1', 'Abcb1a', 'CSNK1A1']"
axitinib,"['UGT1A1', 'YES1', 'MAPK3', 'VEGFA', 'KIT', 'SLCO1B1', 'CYP3A5', 'HIF1A', 'KDR', 'FLT1', 'PLK1', 'ABCB1', 'PLK2', 'CYP1A2', 'PDGFRA', 'PAK1', 'THBS1', 'MAPK1', 'PLK3', 'FLT4', 'PDGFB', 'TBK1', 'CYP3A4', 'PDGFRB', 'NOS3', 'TP53', 'PLK4', 'ABL1', 'CYP2C19']"
norgestimate,"['UGT1A1', 'TRPC6', 'ALB', 'ABCC2', 'PGR', 'FGA', 'SHBG', 'FGB', 'PLG', 'PROC', 'TRPC3', 'SERPINA6', 'PLAT', 'ESR1', 'ABCB1', 'FGG', 'SERPINC1', 'CRP', 'F7', 'CYP1A2', 'cyp19a1b', 'CYP2B6', 'AR', 'CYP3A4', 'SERPINA7', 'CYP2C9', 'PROS1', 'F8', 'CYP2C19']"
estazolam,"['GABRG2', 'BRD3', 'GABRR1', 'GABRA3', 'GABRG1', 'TRHR', 'TRH', 'GABRR3', 'GABRP', 'GABRB1', 'GABRB2', 'AKR1C3', 'GABRD', 'CREBBP', 'GABRA2', 'GABRE', 'AKR1C1', 'GABRQ', 'GABRA5', 'BRD4', 'GABRG3', 'TSPO', 'AKR1C2', 'CYP3A4', 'GABRA1', 'GABRA4', 'GABRR2', 'GABRA6', 'GABRB3']"
rifaximin,"['COL1A1', 'CYP2C8', 'IL10', 'rpoA', 'DGAT2', 'Abcb1a', 'NR1H4', 'rpoB', 'CIDEC', 'FABP2', 'IFNG', 'TGFB1', 'MPO', 'LTA', 'CCL3', 'ABCB1', 'PPARG', 'CFD', 'Cyp3a11', 'CYP7B1', 'CD36', 'rpoZ', 'CYP3A4', 'ACTA2', 'CYP7A1', 'NR1I2', 'APOA4', 'TNF', 'CYP2C19']"
ramelteon,"['MTNR1A', 'MTNR1B', 'PAX6', 'IL1B', 'ALDH1A2', 'HSD17B12', 'HSD3B1', 'MEOX1', 'TOMM20', 'HOXB7', 'AQP1', 'CYP2C19', 'IFNB1', 'MFN2', 'UNCX', 'CASP8', 'FGF8', 'CYP1A2', 'MESP2', 'DNM1L', 'WNT5A', 'CYP11A1', 'OLIG3', 'CYP3A4', 'EYA1', 'CYP2C9', 'SIRT3', 'CYP2C', 'AQP5']"
acamprosate,"['GABRG2', 'GRM1', 'GABRA3', 'GABRG1', 'GRIN3A', 'GRM5', 'GABRP', 'GABRB1', 'GRIN2D', 'GABRB2', 'GRIN2C', 'GABRD', 'GABRA2', 'GRIN3B', 'GABRE', 'GABRQ', 'GABRA5', 'SLC22A6', 'GRIN2A', 'GRIN1', 'GABRG3', 'GRM3', 'GRIN2B', 'GABRA4', 'GABRA1', 'GABBR1', 'GABRA6', 'GRM2', 'GABRB3']"
cabergoline,"['DRD3', 'ADRB1', 'HTR1B', 'HTR2C', 'ADRA2B', 'HTR1D', 'DRD1', 'HTR2A', 'HTR7', 'DRD4', 'ADRB2', 'PRL', 'CREB1', 'HTR1A', 'ABCB1', 'BDNF', 'ADRA2C', 'ADRA1D', 'NGF', 'ADRA2A', 'HTR2B', 'PDYN', 'DRD2', 'FOSB', 'GDNF', 'DRD5', 'CYP3A4', 'ADRA1A', 'ADRA1B']"
amantadine,"['M2', 'SLC22A1', 'KCNH2', 'MAP2', 'JAK1', 'CHRFAM7A', 'IFNAR1', 'GRIN3A', 'DRD1', 'CHRNA4', 'TDP1', 'SLC47A1', 'GRIN2D', 'GRIN2C', 'CHRNA3', 'SLC47A2', 'MAOB', 'BDNF', 'OAS2', 'SLC22A2', 'IFI27', 'STAT1', 'GRIN2A', 'GRIN1', 'DDC', 'DRD2', 'GRIN2B', 'IFI6']"
cefepime,"['DHFR', 'mrdA', 'NPY4R', 'itgb3b', 'Mtp', 'PGD', 'ARHGAP45', 'mrcB', 'htr7a', 'tnni1c', 'MB', 'HLA-DRB1', 'Mt2', 'SLC15A1', 'SLC22A5', 'NPPA', 'mrcA', 'ADRA2C', 'EIF3I', 'ftsI', 'SLC15A2', 'IL2', 'CAT', 'SEMA3E', 'SOX18', 'urp2', 'arhgef9b', 'AGT']"
aprepitant,"['SQSTM1', 'NFKBIA', 'TH', 'PGR', 'MCL1', 'NFE2L2', 'SNCA', 'THRA', 'XIAP', 'TAC1', 'UGT2B7', 'TP73', 'BIRC5', 'BID', 'MAPK7', 'CASP3', 'MYC', 'SPR', 'BCL2', 'BAD', 'CYP3A4', 'KLF4', 'BIRC2', 'TACR1', 'BAX', 'BIRC3', 'CDKN1A', 'MMP12']"
nisoldipine,"['EHMT2', 'NFE2L2', 'NR1H4', 'CACNA1A', 'CACNA1D', 'CYP3A5', 'VDR', 'CACNB2', 'ESR1', 'CYP2C19', 'Cacna1d', 'CACNA2D1', 'ABCB1', 'CYP2J2', 'CYP2D6', 'GSTP1', 'CYP1A2', 'GMNN', 'CACNA1C', 'Cacna1c', 'CACNA1S', 'EDN1', 'CACNA1F', 'AR', 'CYP3A4', 'CYP2C9', 'GSTA3', 'CYP3A7-CYP3A51P']"
chlorzoxazone,"['UGT1A1', 'Cyp2c6v1', 'Cyp3a9', 'CYP1B1', 'Kcnn2', 'Cyp2c13', 'NAT2', 'Cyp3a2', 'UGT2B7', 'UGT1A6', 'Cyp3a23-3a1', 'UGT2B10', 'XDH', 'CYP3A43', 'INS', 'CYP2D6', 'CYP2F1', 'CYP1A2', 'KCNMA1', 'Cyp2c11', 'CYB5A', 'KCNN4', 'CYP1A1', 'CYP2A6', 'CYP2E1', 'UGT1A4', 'Cyp2b1', 'CYP3A4']"
anastrozole,"['CYP2C8', 'MKI67', 'CYP19A1', 'ESR2', 'CYP1B1', 'PGR', 'MAP4K4', 'FSHB', 'UGT2B7', 'CYP3A5', 'ESR1', 'GJA1', 'KMT2C', 'ABCB1', 'POR', 'CYP1A2', 'LHB', 'SLC22A2', 'TUBB1', 'UGT1A3', 'IGF2', 'UGT1A4', 'CYCS', 'CYP3A4', 'CYP2C9', 'TNFRSF11B', 'TNFSF11']"
