Drug,Targets
"2-[4-(2h-1,4-benzothiazine-3-yl)-piperazine-1-ly]-1,3-thiazole-4-carboxylic acid ethylester",[]
[n-(benzyloxycarbonyl)amino](4-amidinophenyl)methane-phosphonate,['PRSS1']
n-[2-(methylamino)ethyl]-5-isoquinolinesulfonamide,"['PRKACA', 'PKIA']"
"(5e)-5-[(2,2-difluoro-1,3-benzodioxol-5-yl)methylene]-1,3-thiazolidine-2,4-dione",['PIK3CG']
n-(2-aminoethyl)-2-{3-chloro-4-[(4-isopropylbenzyl)oxy]phenyl} acetamide,['PDK2']
"(3r)-methylcarbamoyl-7-sulfoamino-3,4-dihydro-1h-isoquinoline-2-carboxylic acid benzyl ester",['PTPN1']
6-deoxyglucose,"['SLC16A7', 'SLC16A1']"
6-(2-hydroxy-cyclopentyl)-7-oxo-heptanamidine,['F2']
mecasermin,"['INSR', 'IGF1R', 'IGFBP3', 'IGF2R']"
2-(4-chlorophenyl)-5-quinoxalinecarboxamide,['PARP1']
dalfopristin,['CYP3A4']
formycin,['MTAP']
1-[2-hydroxy-3-(4-cyclohexyl-phenoxy)-propyl]-4-(2-pyridyl)-piperazine,[]
dihydrogenphosphate ion,['DCXR']
imino-tryptophan,['DAO']
alpha-methylene adenosine monophosphate,[]
1-hexadecanosulfonic acid,['FABP4']
"n,4-dimethyl-3-[(1-phenyl-1h-pyrazolo[3,4-d]pyrimidin-4-yl)amino]benzamide",['MAPK14']
arabinose-5-phosphate,[]
(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,['HSD11B1']
1-deoxy-6-o-phosphono-1-[(phosphonomethyl)amino]-l-threo-hexitol,[]
alpha-d-galactose-1-phosphate,[]
"2-(2,6-difluorophenoxy)-n-(2-fluorophenyl)-9-isopropyl-9h-purin-8-amine",['MAPK14']
pterin-6-yl-methyl-monophosphate,[]
n-[1h-indol-3-yl-acetyl]valine acid,[]
n-phenyl-1h-pyrazole-3-carboxamide,['CDK2']
sc-74020,['MMP2']
fumagillin,['METAP2']
"3,8-dibromo-7-hydroxy-4-methyl-2h-chromen-2-one",['CSNK2A1']
adenosine-5'-phosphosulfate,['PAPSS1']
salsalate,"['PTGS2', 'PTGS1']"
"2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid","['PPP2CA', 'PPP1CA', 'PPP2R1A', 'PPP2R5C', 'PPP2R2A']"
"4'-[(1r)-1-amino-2-(2,5-difluorophenyl)ethyl]biphenyl-3-carboxamide",['DPP4']
(2s)-2-hydroxy-2h-chromene-2-carboxylic acid,[]
misoprostol,"['PTGER2', 'PTGER3', 'PTGER4']"
biperiden,"['CYP2D6', 'ABCB1', 'CHRNA2', 'CHRM1']"
tosyl-d-proline,[]
n-carbamoyl-alanine,['PRDX2']
5-fluoro-2'-deoxyuridine-5'-monophosphate,[]
"1-methyl-3-naphthalen-2-yl-1h-pyrazolo[3,4-d]pyrimidin-4-amine",['PIK3CG']
chlorothiazide,"['SLC22A6', 'CA1', 'CA2', 'CA4', 'SLC12A3']"
glycinamid,['MMP8']
l-histidine,"['HDC', 'HARS', 'SLC38A3', 'HAL', 'SLC16A10']"
"2-[(1s)-1-benzyl-2-sulfanylethyl]-1h-imidazo[4,5-c]pyridin-5-ium",['MME']
n-acetyl-l-glutamate,[]
riociguat,"['CYP3A4', 'ALB', 'CYP2C8', 'ABCG2', 'CYP1A1', 'CYP2J2', 'ORM1', 'GUCY1A2']"
dodecyl-coa,[]
d-proline,[]
threonine derivative,['PAM']
xl228,"['IGF1R', 'ABL2', 'ABL1', 'SRC']"
framycetin,['CXCR4']
1-guanidino-4-(n-phenylmethanesulfonyl-l-leucyl-l-prolylamino)butane,['F2']
"9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine",['HSP90AA1']
peginterferon alfa-2a,"['IFNAR2', 'IFNAR1', 'CYP1A2']"
4-iodobenzo[b]thiophene-2-carboxamidine,"['F2', 'PLAU', 'PRSS1']"
(r)-rolipram,"['PDE4B', 'PDE4D']"
4-morpholin-4-yl-piperidine-1-carboxylic acid [1-(3-benzenesulfonyl-1-propyl-allylcarbamoyl)-2-phenylethyl]-amide,['CTSF']
sr 140333,['TACR1']
porphobilinogen,['ALAD']
miltefosine,['PLD1']
"1-[(2s)-4-(5-bromo-1h-pyrazolo[3,4-b]pyridin-4-yl)morpholin-2-yl]methanamine",['CHEK1']
paliperidone,"['CYP2D6', 'CYP3A4', 'CYP3A5', 'DRD2', 'HTR2C', 'ADRA1A', 'ADRA1B', 'HRH1', 'HTR1D', 'HTR1A', 'HTR2A', 'DRD1', 'DRD3', 'DRD4', 'ADRA2A', 'ADRA2B', 'ADRA2C']"
ertapenem,[]
"2,3,-dihydroxybenzoylserine",['LCN2']
"4-{4-[(5-hydroxy-2-methylphenyl)amino]quinolin-7-yl}-1,3-thiazole-2-carbaldehyde",['MAPK14']
"2-[(1r)-1-carboxy-2-(4-hydroxyphenyl)ethyl]-1,3-dioxoisoindoline-5-carboxylic acid",[]
oxymetazoline,"['ADRA1A', 'ADRA1B', 'ADRA1D', 'ADRA2A', 'ADRA2B', 'ADRA2C']"
cholecalciferol,"['CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP27A1', 'CYP2C19', 'CYP2C8', 'VDR', 'CYP2R1', 'CYP1A1', 'CYP2J2', 'CYP11A1', 'CYP2B6', 'GC']"
"4-(4-propoxy-1h-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine","['CDK2', 'CCNA2']"
anisindione,['GGCX']
"4-[(1s,2s,5s,9r)-5-(hydroxymethyl)-8,9-dimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol","['ESR1', 'NCOA2']"
"(3r)-4-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(2,2,2-trifluoroethyl)-1,4-diazepan-2-one",['DPP4']
2-cyclopropylmethylenepropanal,['REN']
(1r)-1-(2-thienylacetylamino)-1-phenylmethylboronic acid,[]
linaclotide,['GUCY2C']
pagoclone,"['GABRA2', 'GABRA3']"
epoprostenol,"['CYP2C9', 'P2RY12', 'PTGIR', 'PTGIS']"
phthalic acid,['SLCO2B1']
proflavine,['F2']
9-(2-deoxy-beta-d-ribofuranosyl)-6-methylpurine,[]
cidofovir,"['SLC22A6', 'TYMP']"
monoisopropylphosphorylserine,"['ACHE', 'PRSS1', 'PRSS2']"
liraglutide,"['GLP1R', 'MME', 'DPP4']"
t131,['PPARG']
(4s)-5-fluoro-l-leucine,['UBB']
"4,4'-cyclohexane-1,1-diyldiphenol",['ESRRG']
n7-methyl-guanosine-5'-monophosphate,['DCPS']
"18-chloro-11,12,13,14-tetrahydro-1h,10h-8,4-(azeno)-9,15,1,3,6-benzodioxatriazacycloheptadecin-2-one",['CHEK1']
rindopepimut,['EGFR']
xv638,[]
lacosamide,"['SCN10A', 'SCN3A']"
"4-((3r,4s,5r)-4-amino-3,5-dihydroxy-hex-1-ynyl)-5-fluoro-3-[1-(3-methoxy-1h-pyrrol-2-yl)-meth-(z)-ylidene]-1,3-dihydro-indol-2-one",['CDK2']
"5-(5-(6-chloro-4-(4,5-dihydro-2-oxazolyl)phenoxy)pentyl)-3-methyl isoxazole",[]
mdl-29951,['FBP1']
monobenzone,['TYR']
menadione,"['F2', 'CYP1A2', 'F10', 'F9', 'PROC', 'GGCX', 'F7', 'XDH', 'CYP2E1', 'PROS1', 'MTHFR', 'NQO2', 'AOX1', 'CYP1A1', 'NQO1', 'VKORC1', 'VKORC1L1', 'PROZ', 'BGLAP', 'CYP2A6']"
bb-3497,[]
propantheline,['CHRM1']
alks 27,"['CHRM3', 'CHRM1', 'CHRM2', 'CHRM4', 'CHRM5']"
pancuronium,"['BCHE', 'SLC22A2', 'SLC22A1', 'CHRNA2', 'CHRM3', 'CHRM2']"
miconazole,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'CYP19A1', 'CYP2C19', 'NOS3', 'NOS2', 'CYP2B6', 'CYP2A6', 'KCNH2', 'KCNN4', 'KCNH6', 'KCNH7', 'KCNMA1', 'KCNMB1', 'KCNMB2', 'KCNMB3', 'KCNMB4', 'KCNN1', 'KCNN2', 'KCNN3']"
cc-8490,"['ESR1', 'NFKB1', 'NFKB2']"
(4-{2-acetylamino-2-[1-(3-carbamoyl-4-cyclohexylmethoxy-phenyl)-ethylcarbamoyl}-ethyl}-2-phosphono-phenoxy)-acetic acid,['LCK']
o3-sulfonylgalactose,['MBL2']
s-8184,"['TUBA4A', 'BCL2']"
"1,1'-hexane-1,6-diylbis(1h-imidazole)",[]
rhigfbp-3,['IGF1R']
deoxyuridine-5'-triphosphate,[]
"n~3~-benzylpyridine-2,3-diamine",['BACE1']
"6-(octahydro-1h-indol-1-ylmethyl)decahydroquinazoline-2,4-diamine",['DHFR']
n-benzoyl-n'-beta-d-glucopyranosyl urea,['PYGM']
dodecyl-alpha-d-maltoside,['RARG']
n-1-methylheptylformamide,['ADH1C']
decyl(dimethyl)phosphine oxide,['MAOA']
"4-[(1s,2s,5s)-5-(hydroxymethyl)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol","['ESR1', 'NCOA2']"
pemetrexed,"['ATIC', 'DHFR', 'SLC29A1', 'DCK', 'TYMS', 'GART']"
das-431 iv,['CALY']
3-nitro-4-(2-oxo-pyrrolidin-1-yl)-benzenesulfonamide,['CA2']
n-acetyl-l-phenylalanyl-4-[difluoro(phosphono)methyl]-l-phenylalaninamide,['PTPN1']
"n-[amino(imino)methyl]-2-(2,5-diphenyl-1h-pyrrol-1-yl)acetamide",['BACE1']
(s)-tacrine(10)-hupyridone,['ACHE']
2-{5-[3-(7-propyl-3-trifluoromethylbenzo[d]isoxazol-6-yloxy)propoxy]indol-1-yl}ethanoic acid,['PPARG']
4-methyl-5-hydroxyethylthiazole phosphate,[]
procarbazine,"['XDH', 'CYP1B1']"
"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7h-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide",['MAPK8']
levorphanol,"['OPRM1', 'OPRK1', 'OPRD1']"
"3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol",['NQO1']
mimosine,"['SHMT1', 'TYR', 'CCL2']"
3'-uridinemonophosphate,['RNASE1']
phentolamine,"['ADRA1A', 'ADRA2A']"
"1-((2-hydroxyethoxy)methyl)-5-(3-(benzyloxy)benzyl)-6-hydroxypyrimidine-2,4(1h,3h)-dione",[]
2-aminopropanedioic acid,[]
gliquidone,"['ABCC8', 'KCNJ8']"
ellagic acid,"['CYP2E1', 'SLC22A6', 'PRKCA', 'CYP1A1', 'PRKCB', 'SLC22A11', 'CA1', 'CA2', 'CA4', 'CA7', 'CA9', 'CA12', 'SQLE', 'CA14', 'CA3', 'CA5A', 'CA5B', 'CA6', 'CSNK2A1', 'PRKACA', 'SYK']"
cethromycin,['CYP3A5']
"n-(4-chlorobenzyl)-n-methylbenzene-1,4-disulfonamide",['CA13']
"n~3~-(3-pyridin-3-ylbenzyl)pyridine-2,3-diamine",['BACE1']
cinalukast,['CYSLTR1']
n-(4-{[(3s)-3-(dimethylamino)pyrrolidin-1-yl]carbonyl}phenyl)-5-fluoro-4-[2-methyl-1-(1-methylethyl)-1h-imidazol-5-yl]pyrimidin-2-amine,['CDK2']
"4,5-dimethyl-1,2-phenylenediamine",[]
6-phenyl-4(r)-(7-phenyl-heptanoylamino)-hexanoic acid,['PLA2G2A']
candoxatril,"['ACE', 'MME']"
sulfamethizole,"['CYP2C9', 'ALB']"
"2-o-(4'-amidinophenyl)-5-o-(3''-amidinophenyl)-1,4:3,6-dianhydro-d-sorbitol",['PRSS1']
"n,4-dihydroxy-n-oxo-3-(sulfooxy)benzenaminium",['ARSA']
probucol,"['ABCA1', 'CES1']"
pentobarbital,"['CYP3A4', 'CYP2C19', 'GRIA2', 'GRIK2', 'CYP2A6', 'CHRNA4', 'CHRNA7', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6']"
insulin human,"['CYP1A2', 'LRP2', 'INSR', 'IGF1R', 'RB1', 'CTSD', 'IDE', 'PCSK2', 'CPE', 'PCSK1', 'NOV', 'IGFBP7', 'SYTL4']"
6-nitroindazole,"['NOS3', 'NOS2']"
"6-(2,6-dichlorophenyl)-2-{[3-(hydroxymethyl)phenyl]amino}-8-methylpyrido[2,3-d]pyrimidin-7(8h)-one",['ABL1']
doxylamine,"['CHRM1', 'HRH1']"
s-nonyl-cysteine,['GSTP1']
(2r)-n-[4-cyano-3-(trifluoromethyl)phenyl]-3-[(4-fluorophenyl)sulfonyl]-2-hydroxy-2-methylpropanamide,['AR']
n-alpha-(2-naphthylsulfonyl)-n(3-amidino-l-phenylalaninyl)isopipecolinic acid methyl ester,['PRSS1']
clemastine,"['CYP2D6', 'CYP3A4', 'HRH1']"
bis(4-hydroxyphenyl)methanone,[]
butyric acid,"['BCHE', 'BCHE']"
"(7as,12ar,12bs)-1,2,3,4,7a,12,12a,12b-octahydroindolo[2,3-a]quinolizin-7(6h)-one",[]
roxithromycin,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP2B6']"
6-deoxy-alpha-d-glucose,"['AMY2A', 'AMY2A']"
"sulfamic acid 2,3-o-(1-methylethylidene)-4,5-o-sulfonyl-beta-fructopyranose ester",['CA2']
[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate,['CTSK']
4-hydroxy-aconitate ion,['ACO2']
phendimetrazine,"['SLC6A2', 'ADRA1A', 'ADRA1B']"
"5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)-1h-pyrazole-3-carboxamide",['HSP90AA1']
tripelennamine,"['CYP2D6', 'HRH1']"
"4-{5-[(z)-(2,4-dioxo-1,3-thiazolidin-5-ylidene)methyl]furan-2-yl}benzenesulfonamide",['CDK2']
dehydroascorbic acid,['SLC2A1']
indacaterol,"['ABCB1', 'CYP3A4', 'UGT1A1', 'ADRB2']"
norleucine,"['PAH', 'PTH', 'HNF1A']"
fr230513,['ADA']
thymidine-5'- diphosphate,['NME1']
n-butyl isocyanide,['MB']
ac162352,"['NPY2R', 'NPY1R', 'NPY5R', 'NPY4R']"
4-imino-5-methidyl-2-trifluoromethylpyrimidine,[]
"(3as)-3a-hydroxy-1-phenyl-1,2,3,3a-tetrahydro-4h-pyrrolo[2,3-b]quinolin-4-one",['MYH14']
amiodarone,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'CYP1A1', 'CYP2A6', 'ADRB1', 'KCNH2', 'CACNA1H', 'CACNA2D2']"
pentagastrin,"['BCHE', 'CCKBR']"
vildagliptin,['DPP4']
mirabegron,"['CYP2D6', 'ABCB1', 'CYP3A4', 'ALB', 'BCHE', 'SLCO1A2', 'ORM1', 'ADRB3']"
baclofen,"['SLC22A8', 'GABBR1', 'GABBR2']"
alpha-d-glucopyranosyl-2-carboxylic acid amide,['PYGM']
perphenazine,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2C9', 'CYP2C18', 'CYP2C19', 'CYP2C8', 'CYP2B6', 'DRD2', 'DRD1', 'CALM3']"
erythromycin,"['CYP1A2', 'ABCB1', 'CYP3A4', 'ALB', 'SLCO1A2', 'CYP2B6', 'MLNR', 'KCNH2']"
3-methylphenylalanine,['CTSB']
"undeca-3,7-diene-1,3,7,11-tetracarbaldehyde",['LYZ']
mt-immucillin-h,['PNP']
osi-930,"['KIT', 'FLT1']"
cefonicid,['ALB']
lintitript,['CCKAR']
para-(benzoyl)-phenylalanine,"['YARS', 'PTPN1']"
"7-amino-2-tert-butyl-4-{[2-(1h-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide",[]
primidone,"['CYP1A2', 'CYP3A4', 'CYP2C9', 'CYP2C19', 'CYP2C8', 'GRIA2', 'GRIK2', 'CYP2B6', 'CHRNA4', 'CHRNA7', 'GABRA1', 'GABRA2', 'GABRA3', 'GABRA4', 'GABRA5', 'GABRA6']"
geneticin,['ODC1']
at1391,['INSR']
n-acetyl-alpha-d-glucosamine,"['ACHE', 'ACE', 'GBA', 'SIGLEC7']"
aceclofenac,"['PTGS1', 'CYP2C9']"
octyl 3-deoxy-2-o-(6-deoxy-alpha-l-galactopyranosyl)-beta-d-xylo-hexopyranoside,['ABO']
ru79073,['SRC']
"n-(4-{4-amino-6-[4-(methyloxy)phenyl]furo[2,3-d]pyrimidin-5-yl}phenyl)-n'-[2-fluoro-5-(trifluoromethyl)phenyl]urea",['KDR']
"[4-(1,3,2-dioxaborolan-2-yloxy)methyl]benzamidine",['PRSS3']
"6-hydroxy-1,6-dihydro purine nucleoside",['ADA']
diminazene,"['AOC1', 'PRDX5', 'PRSS1']"
"4-[(e)-(3,5-diamino-1h-pyrazol-4-yl)diazenyl]phenol",['CDK2']
"1-[3-({[(4-amino-5-fluoro-2-methylquinolin-3-yl)methyl]thio}methyl)phenyl]-2,2,2-trifluoroethane-1,1-diol",['ACHE']
valrubicin,['TOP2A']
palmitoyl-linoleoyl phosphatidylcholine,['PCTP']
5'-deoxy-5'-piperidin-1-ylthymidine,['RNASE1']
"8-(2-chloro-3,4,5-trimethoxy-benzyl)-2-fluoro-9-pent-4-ylnyl-9h-purin-6-ylamine",['HSP90AA1']
tecadenoson,['ADORA1']
5-imino-4-(3-trifluoromethyl-phenylazo)-5h-pyrazol-3-ylamine,[]
"n~3~-cyclopropyl-n~4~'-(cyclopropylmethyl)-6-methylbiphenyl-3,4'-dicarboxamide",['MAPK14']
fusicoccin,['YWHAE']
"mdl 101,146","['ELANE', 'CELA1']"
"2,3-dihydroxy-benzoic acid",['LCN2']
n-(5-{[(2s)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1h-indazol-3-yl)benzamide,['DYRK1A']
acylated ceftazidime,[]
mefloquine,"['CYP2D6', 'ABCB1', 'CYP3A4', 'CYP19A1', 'BCHE', 'ACHE', 'ADORA2A', 'HBA2']"
"(4as)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2h-dibenzo[b,f]azepin-8-ol",['DHFR']
pregabalin,"['SLC1A1', 'CACNA1A']"
"n-(1,4-dihydro-5h-tetrazol-5-ylidene)-9-oxo-9h-xanthene-2-sulfonamide",[]
moxifloxacin,['TOP2A']
"6-{[6-(1-methyl-1h-pyrazol-4-yl)[1,2,4]triazolo[4,3-b]pyridazin-3-yl]sulfanyl}quinoline",['MET']
chlorzoxazone,"['CYP1A2', 'CYP2D6', 'CYP3A4', 'CYP2E1', 'CYP1A1', 'CYP2A6', 'KCNMA1']"
"n-(cyclopropylmethyl)-2'-methyl-5'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-4-carboxamide",['MAPK14']
"5-{[(4-amino-3-chloro-5-fluorophenyl)sulfonyl]amino}-1,3,4-thiadiazole-2-sulfonamide",['CA2']
olcegepant,['CALCA']
gabapentin enacarbil,"['SLC5A6', 'SLC5A8']"
atl146e,['ADORA2A']
n-pyridoxyl-threonine-5-monophosphate,[]
"1-(1-hydroxy-2,2,6,6-tetramethylpiperidin-4-yl)pyrrolidine-2,5-dione",[]
ofatumumab,['MS4A1']
cra_9076,['PRSS1']
"2-(6-{[(3-chloro-2-methylphenyl)sulfonyl]amino}pyridin-2-yl)-n,n-diethylacetamide",['HSD11B1']
"4-[3-methylsulfanylanilino]-6,7-dimethoxyquinazoline",['MAPK14']
3-(3-fluoro-4-hydroxyphenyl)-7-hydroxy-1-naphthonitrile,"['ESR2', 'NCOA1']"
"2-{3-[(2s)-4,4-difluoro-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]-3-oxopropyl}-isoindole-1,3(2h)-dione",['PREP']
slv 308,"['DRD2', 'HTR1A', 'DRD3', 'DRD4']"
ursodeoxycholic acid,"['CYP2E1', 'ABCC2', 'ABCB11', 'SLCO1A2', 'SLC10A2', 'SLC10A1', 'ABCC4', 'AKR1C2']"
"n-(1-cyanocyclopropyl)-3-({[(2s)-5-oxopyrrolidin-2-yl]methyl}sulfonyl)-n~2~-[(1s)-2,2,2-trifluoro-1-(4-fluorophenyl)ethyl]-l-alaninamide",['CTSS']
"r-2-{[4'-methoxy-(1,1'-biphenyl)-4-yl]-sulfonyl}-amino-6-methoxy-hex-4-ynoic acid",['MMP3']
quinacrine,"['ABCB1', 'PLA2G4A', 'CYP3A4', 'CYP3A5', 'SLC22A2', 'HNMT', 'PLA2G6']"
tasimelteon,"['MTNR1A', 'MTNR1B']"
"[4-(6-chloro-naphthalene-2-sulfonyl)-piperazin-1-yl]-(3,4,5,6-tetrahydro-2h-[1,4']bipyridinyl-4-yl)-methanone",['PRSS1']
carbimazole,"['CYP1A2', 'CYP19A1', 'TPO']"
"(r,r)-2,3-butanediol",['UBE2D2']
3-(5-methoxy-1h-indol-3-yl)propanoic acid,['PPARG']
1-{3-oxo-3-[(2s)-2-(pyrrolidin-1-ylcarbonyl)pyrrolidin-1-yl]propyl}-3-phenylquinoxalin-2(1h)-one,['PREP']
"(3r,4r,5r)-5-(hydroxymethyl)piperidine-3,4-diol",[]
4-amino-n-[4-(benzyloxy)phenyl]butanamide,['LTA4H']
2'-deoxyuridine,[]
tizanidine,"['CYP1A2', 'ADRA2A', 'ADRA2B', 'ADRA2C', 'NISCH']"
intranasal apomorphine,"['DRD2', 'DRD1']"
lgd-1550,"['RARG', 'RARB', 'RARA', 'JUN']"
etiprednol dicloacetate,['IL1B']
2'-deoxyguanosine-5'-diphosphate,['NME1']
4-hydroxybutan-1-aminium,['PRSS3']
toremifene,"['CYP1A2', 'ABCB1', 'CYP3A4', 'CYP1A1', 'ESR1']"
"{4-[(2s,4e)-2-(1,3-benzothiazol-2-yl)-2-(1h-1,2,3-benzotriazol-1-yl)-5-phenylpent-4-enyl]phenyl}(difluoro)methylphosphonic acid",['PTPN1']
n-cyclohexyltaurine,"['SULT2B1', 'EN2']"
"4-oxo-2-phenylmethanesulfonyl-octahydro-pyrrolo[1,2-a]pyrazine-6-carboxylic acid [1-(n-hydroxycarbamimidoyl)-piperidin-4-ylmethyl]-amide",['F2']
balanol,['PRKACA']
isatin,"['MAOB', 'MAOB']"
amrinone,"['TNF', 'PDE4B', 'PDE3A']"
n-[2-(1h-indol-5-yl)-butyl]-4-sulfamoyl-benzamide,['CA2']
beta-(2-naphthyl)-alanine,"['F2', 'YARS', 'PIN1']"
rifalazil,['CYP3A4']
methylnaltrexone,"['CYP2D6', 'OPRM1', 'OPRK1']"
[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine,"['CDK2', 'CCNA2']"
1-(o-carboxy-phenylamino)-1-deoxy-d-ribulose-5-phosphate,[]
sotalol,"['ADRB1', 'ADRB2', 'KCNH2']"
"(3ar,6r,6as)-6-((s)-((s)-cyclohex-2-enyl)(hydroxy)methyl)-6a-methyl-4-oxo-hexahydro-2h-furo[3,2-c]pyrrole-6-carbaldehyde","['PSMB5', 'PSMB1', 'PSMA7', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB6', 'PSMB7']"
"1,6-fructose diphosphate (linear form)","['ALDOA', 'ALDOB']"
"2-[5-methanesulfonylamino-2-(4-aminophenyl)-6-oxo-1,6-dihydro-1-pyrimidinyl]-n-(3,3,3-trifluoro-1-isopropyl-2-oxopropyl)acetamide",['CELA1']
levamisole,"['CHRNA3', 'ALPPL2']"
"3-chloro-9-ethyl-6,7,8,9,10,11-hexahydro-7,11-methanocycloocta[b]quinolin-12-amine",['ACHE']
rocuronium,"['SLCO1A2', 'SLC22A1', 'CHRNA2', 'CHRM2', 'HTR3A']"
"5-(4-chloro-5-phenyl-3-thienyl)-1,2,5-thiadiazolidin-3-one 1,1-dioxide",['PTPN1']
n-[amino(imino)methyl]-2-[2-(2-chlorophenyl)-4-(4-propoxyphenyl)-3-thienyl]acetamide,['BACE1']
3-phenylpropionic acid,[]
d-phenylalanine,"['KYAT1', 'SLC16A10', 'SLC7A5', 'CRH']"
sb220025,"['MAPK1', 'MAPK14']"
7-methoxy-8-[1-(methylsulfonyl)-1h-pyrazol-4-yl]naphthalene-2-carboximidamide,['PLAU']
ritonavir,"['CYP1A2', 'CYP2D6', 'ABCB1', 'CYP3A4', 'CYP2E1', 'CYP2C9', 'ABCC2', 'CYP2C19', 'CYP3A5', 'CYP2C8', 'ABCC1', 'SLCO1A2', 'ABCG2', 'SLCO1B1', 'CYP2B6']"
"n'-(5-chloro-1,3-benzodioxol-4-yl)-n-(3,4,5- trimethoxyphenyl)pyrimidine-2,4-diamine",['EPHB4']
"n-[3-[(1-aminoethyl)(hydroxy)phosphoryl]-2-(1,1'-biphenyl-4-ylmethyl)propanoyl]alanine","['MME', 'LTA4H']"
nicergoline,"['CYP2D6', 'ADRA1A']"
1-[2-(4-ethoxy-3-fluoropyridin-2-yl)ethyl]-3-(5-methylpyridin-2-yl)thiourea,[]
"(3z)-1-[(6-fluoro-4h-1,3-benzodioxin-8-yl)methyl]-4-[(e)-2-phenylethenyl]-1h-indole-2,3-dione 3-oxime",['MAPK10']
heptyl-beta-d-glucopyranoside,"['PPARD', 'FKBP1A']"
3-{[(4-carboxy-2-hydroxyaniline]sulfonyl}thiophene-2-carboxylic acid,[]
n-[[2-methyl-4-hydroxycarbamoyl]but-4-yl-n]-benzyl-p-[phenyl]-p-[methyl]phosphinamid,['MMP3']
alpha-1-proteinase inhibitor,['ELANE']
cetuximab,"['EGFR', 'FCGR3B', 'C1R', 'C1QA', 'C1QB', 'C1QC', 'FCGR3A', 'C1S', 'FCGR1A', 'FCGR2A', 'FCGR2B', 'FCGR2C']"
amylamine,['PRSS1']
cholecystokinin,['SLCO1B3']
"n-(cyclopropylmethyl)-4-(methyloxy)-3-({5-[3-(3-pyridinyl)phenyl]-1,3-oxazol-2-yl}amino)benzenesulfonamide",['KDR']
seproxetine,['CYP3A5']
pantothenic acid,[]
mepyramine,"['CYP2D6', 'SLC22A5', 'SLC22A4', 'HRH1']"
"n~2~-1h-benzimidazol-5-yl-n~4~-(3-cyclopropyl-1h-pyrazol-5-yl)pyrimidine-2,4-diamine",['ERN1']
s-(d-carboxybutyl)-l-homocysteine,['BHMT']
cyclohexanol,['ADH1B']
ezogabine,"['UGT1A9', 'CYP2A6', 'UGT1A1', 'UGT1A3', 'UGT1A4', 'NAT2', 'KCNQ2', 'KCNQ3', 'KCNQ4', 'KCNQ5']"
orphenadrine,"['CYP1A2', 'CYP3A4', 'CYP2E1', 'GRIN2D', 'GRIN3B', 'GRIN1', 'GRIN3A', 'CYP2B6', 'SLC6A2', 'HRH1', 'SCN10A']"
3-oxiran-2ylalanine,['MAT1A']
"1,2,5,8-tetrahydroxyanthracene-9,10-dione",['CSNK2A1']
n-[4-(2-{2-[3-(2-bromo-acetylamino)-propionylamino]-3-hydroxy-propionylamino}-ethyl)-phenyl]-oxalamic acid,['PTPN1']
benzofuran,[]
spermidine,"['SLC22A1', 'SLC22A4', 'TXNRD1']"
"3,8-diamino-6-phenyl-5-[6-[1-[2-[(1,2,3,4-tetrahydro-9-acridinyl)amino]ethyl]-1h-1,2,3-triazol-4-yl]hexyl]-phenanthridinium",['ACHE']
antiproliferative agent a771726,['DHODH']
leuprolide,['GNRHR']
dimethyl fumarate,['KEAP1']
