Drug,Targets
dihydrocodeine,['OPRM1']
dasabuvir,['NS5B']
darbepoetin alfa,['EPOR']
bisoprolol,['ADRB1']
cyproheptadine,['HRH1']
clomipramine,['SLC6A4']
clopidogrel,['P2RY12']
clotrimazole,['ERG11']
bimatoprost,['PTGFR']
cyclopentolate,['CHRM3']
cyclosporine,['PPIA']
bicalutamide,['AR']
daratumumab,['CD38']
dabigatran etexilate,['F2']
dabrafenib,['BRAF']
daclatasvir,['NS5A']
bevacizumab,['VEGFA']
dapagliflozin,['SLC5A2']
dapsone,['folP1']
furosemide,['SLC12A1']
fentanyl,['OPRM1']
levonorgestrel,['PGR']
maprotiline,['SLC6A2']
lubiprostone,['CLCN2']
lovastatin,['HMGCR']
losartan,['AGTR1']
lorcaserin,['HTR2C']
aprepitant,['TACR1']
loratadine,['HRH1']
lopinavir,['pol']
loperamide,['OPRM1']
lisinopril,['ACE']
liraglutide,['GLP1R']
arformoterol,['ADRB2']
linagliptin,['DPP4']
levorphanol,['OPRM1']
levodopa,['DRD3']
levocetirizine,['HRH1']
leuprolide,['GNRHR']
letrozole,['CYP19A1']
leflunomide,['DHODH']
ledipasvir,['NS5A']
latanoprost,['PTGFR']
armodafinil,['SLC6A3']
ketoconazole,['ERG11']
atazanavir,['pol']
ivermectin,['GluClX']
ivabradine,['HCN4']
itraconazole,['ERG11']
isoniazid,['inhA']
atenolol,['ADRB1']
irinotecan,['TOP1']
mafenide,['folP']
maraviroc,['CCR5']
ipilimumab,['CTLA4']
mecasermin,['IGF1R']
necitumumab,['EGFR']
nafarelin,['GNRHR']
nabumetone,['PTGS2']
nabilone,['CNR1']
morphine,['OPRM1']
montelukast,['CYSLTR1']
modafinil,['SLC6A3']
mitoxantrone,['TOP2A']
misoprostol,['PTGER3']
mirabegron,['ADRB3']
milrinone,['PDE3A']
miglustat,['UGCG']
anakinra,['IL1R1']
miconazole,['ERG11']
micafungin,['GSC1']
anastrozole,['CYP19A1']
metyrosine,['TH']
metoprolol,['ADRB1']
metolazone,['SLC12A3']
methyltestosterone,['AR']
methylprednisolone,['NR3C1']
methyclothiazide,['SLC12A3']
methoxy polyethylene glycol-epoetin beta,['EPOR']
methotrexate,['DHFR']
methocarbamol,['CA1']
methadone,['OPRM1']
apixaban,['F10']
mestranol,['ESR1']
meloxicam,['PTGS2']
irbesartan,['AGTR1']
abacavir,['pol']
insulin lispro,['INSR']
goserelin,['GNRHR']
atezolizumab,['CD274']
heparin,['SERPINC1']
gemtuzumab ozogamicin,['CD33']
ibritumomab tiuxetan,['MS4A1']
iloprost,['PTGIR']
atorvastatin,['HMGCR']
golimumab,['TNF']
ibrutinib,['BTK']
indacaterol,['ADRB2']
granisetron,['HTR3A']
histrelin,['GNRHR']
histamine,['HRH1']
ibutilide,['KCNH2']
idelalisib,['PIK3CD']
icatibant,['BDKRB2']
idarubicin,['TOP2A']
imiquimod,['TLR7']
gemfibrozil,['PPARA']
atomoxetine,['SLC6A2']
insulin detemir,['INSR']
hydroflumethiazide,['SLC12A3']
hydroxyzine,['HRH1']
gefitinib,['EGFR']
hydromorphone,['OPRM1']
hydrochlorothiazide,['SLC12A3']
insulin glargine,['INSR']
infliximab,['TNF']
indinavir,['pol']
indapamide,['SLC12A3']
insulin glulisine,['INSR']
atovaquone,['MT-CYB']
insulin aspart,['INSR']
